id,u,v
260,3206,1449
261,4066,1253
262,4122,1101
263,3324,1129
264,1357,1914
265,3918,1730
266,3342,1129
267,536,1294
268,3972,1149
269,3232,961
270,438,1405
271,544,1328
272,4330,991
273,547,1451
274,264,1265
275,388,1377
276,497,1422
277,2315,1342
278,1425,1067
279,4495,916
280,231,1314
281,309,1354
282,4291,990
283,439,1292
284,322,1331
285,484,1419
286,1133,1422
287,2156,1359
288,2822,881
289,4372,941
290,4481,936
291,1361,1913
292,4368,989
293,482,1355
294,381,1354
295,352,1359
296,1418,1059
297,1387,1026
298,4436,930
299,327,1342
300,3769,627
301,2187,1355
302,310,1352
303,2255,1451
304,374,1379
305,1039,1414
306,324,1314
307,3966,1067
308,4457,947
309,3347,1122
310,3098,692
311,404,1379
312,3304,1451
313,4391,936
314,2761,1266
315,4135,1265
316,3326,1130
317,2070,1338
318,4177,1881
319,3430,1713
320,329,1316
321,3345,1172
322,260,1315
323,2380,1337
324,1227,1452
325,484,1425
326,488,1293
327,1427,1068
328,2805,880
329,490,1427
330,4392,934
331,3854,942
332,283,1329
333,631,1418
334,3751,1786
335,2787,880
336,4480,909
337,2781,880
338,2774,880
339,360,1353
340,3136,1398
341,2304,1456
342,3992,1037
343,1491,1152
344,3839,874
345,1536,1213
346,329,1213
347,1602,929
348,1498,977
349,2226,1443
350,517,1438
351,728,1387
352,3991,2202
353,601,1404
354,4102,932
355,646,1335
356,448,1404
357,2826,780
358,3354,1164
359,286,1273
360,3194,1796
361,525,1442
362,1531,1207
363,688,1439
364,4149,1286
365,4127,1284
366,2038,1199
367,286,1334
368,308,1325
369,2327,1198
370,311,1334
371,2231,1441
372,1482,1139
373,477,1406
374,550,1441
375,4442,928
376,1522,1195
377,4435,932
378,251,1271
379,1121,1698
380,4013,1798
381,2043,1193
382,1521,1193
383,650,1831
384,2159,1323
385,1444,1089
386,474,1416
387,3958,1089
388,1775,2238
389,3336,1139
390,3339,1139
391,4142,1285
392,3346,1139
393,3301,1486
394,2302,1486
395,3714,1804
396,3972,1139
397,4307,992
398,1417,1057
399,3331,1139
400,2420,1485
401,3959,1092
402,3950,1079
403,4446,928
404,4095,2495
405,3102,625
406,2336,1289
407,1798,2232
408,4163,1292
409,1381,1907
410,1321,2035
411,2583,1532
412,1225,1988
413,4127,930
414,4052,1252
415,4413,991
416,235,1252
417,662,1850
418,1196,1944
419,1155,1744
420,988,1715
421,3350,1175
422,317,1360
423,3095,755
424,1898,1609
425,4470,911
426,960,1503
427,300,1301
428,1144,1715
429,4572,1147
430,4032,1775
431,719,1454
432,1522,2133
433,1179,1964
434,233,1318
435,1172,1715
436,292,1343
437,3201,1826
438,2215,1301
439,2414,1301
440,3959,1877
441,3082,1393
442,578,1747
443,1625,924
444,1864,1952
445,312,1315
446,4148,1295
447,1324,2029
448,4061,1246
449,325,1362
450,3815,1780
451,1683,568
452,1375,1920
453,1133,1706
454,4337,993
455,2207,1403
456,4030,1245
457,1306,2022
458,4349,993
459,1764,2219
460,1377,1904
461,420,1397
462,2289,1344
463,646,1816
464,4453,930
465,309,1350
466,324,1311
467,1950,1675
468,1030,1501
469,303,1282
470,3104,593
471,1370,1917
472,232,1268
473,2039,782
474,3102,633
475,3108,1399
476,3910,1721
477,4030,1778
478,4027,1786
479,4124,1283
480,2378,1339
481,350,1326
482,1812,2252
483,4218,1879
484,3102,635
485,1782,2240
486,1317,2040
487,326,1327
488,2006,766
489,4138,2139
490,3099,683
491,2103,1371
492,1360,1903
493,339,1216
494,317,1304
495,3646,1539
496,4164,1233
497,1036,1531
498,1980,1779
499,1884,1914
500,1155,1740
501,291,1297
502,2223,1297
503,2988,640
504,4219,986
505,3989,1114
506,591,1763
507,1139,1941
508,604,1757
509,426,1307
510,1845,1902
511,3104,595
512,2791,999
513,1889,1859
514,2728,729
515,3094,769
516,3099,676
517,3095,761
518,4086,1225
519,4207,1982
520,3093,785
521,1647,920
522,596,1745
523,2347,1420
524,651,1392
525,4331,987
526,4160,1297
527,4451,936
528,2651,1468
529,1642,1369
530,240,1321
531,584,1729
532,3990,1756
533,295,1306
534,3098,700
535,4138,1220
536,433,1413
537,909,1409
538,1160,1709
539,2756,1298
540,3758,1785
541,369,1283
542,4494,933
543,1434,1078
544,1133,1710
545,1024,1527
546,3482,1558
547,1808,2236
548,1966,662
549,3346,1161
550,3335,1458
551,4050,1200
552,377,1358
553,352,1325
554,3777,598
555,4101,1272
556,4172,1265
557,2360,1338
558,1526,1199
559,1251,2002
560,3097,1387
561,2038,802
562,644,1807
563,312,1323
564,2738,501
565,3095,753
566,368,1285
567,583,1354
568,3826,1697
569,2670,833
570,3102,627
571,1175,1698
572,3948,1080
573,281,1342
574,278,1271
575,4082,1265
576,1121,1702
577,1145,1718
578,242,1317
579,3095,747
580,653,1840
581,1169,1732
582,1156,1800
583,329,1193
584,1066,1423
585,3628,1546
586,1183,1743
587,4114,931
588,4511,892
589,257,1292
590,2741,1154
591,2752,777
592,1123,1701
593,3726,1799
594,366,1337
595,3349,1139
596,366,1331
597,4140,1291
598,3907,1736
599,3344,1129
600,282,1294
601,4140,930
602,2004,1256
603,242,1314
604,1892,1856
605,276,1339
606,965,1506
607,4425,928
608,1678,1687
609,3101,650
610,1305,2024
611,1966,651
612,1150,1681
613,1220,1985
614,336,1346
615,311,1302
616,248,1309
617,1114,1771
618,4118,931
619,3393,1454
620,1180,1761
621,2631,878
622,4270,997
623,4074,1261
624,1172,1717
625,2790,779
626,2247,432
627,256,1231
628,666,1834
629,614,1781
630,2772,903
631,246,1345
632,1157,1727
633,3517,1728
634,340,1363
635,1238,1995
636,674,1365
637,1916,1813
638,2732,574
639,2367,1175
640,2988,649
641,2028,735
642,4192,1242
643,1180,1741
644,3108,514
645,1375,1926
646,360,1330
647,1301,1998
648,1162,1689
649,1201,1571
650,1517,1335
651,1139,1672
652,1156.8,1933.2
653,1222.8,1958.4
654,331.2,1260
655,421.2,1416
656,2827.2,780
657,238.8,1321.2
658,4114.8,931.2
659,3325.2,1134
660,2140.8,1186.8
661,2028,1208.4
662,4567.2,888
663,1135.2,1689.6
664,3346.8,1122
665,2113.2,1371.6
666,4198.8,1231.2
667,475.2,1419.6
668,1311.6,2013.6
669,1480.8,1136.4
670,294,1320
671,2337.6,1288.8
672,1167.6,1956
673,483.6,1424.4
674,404.4,1371.6
675,4290,994.8
676,2359.2,1288.8
677,4032,1774.8
678,1182,1742.4
679,2420.4,1484.4
680,375.6,1298.4
681,1141.2,1437.6
682,3318,1119.6
683,268.8,1298.4
684,2186.4,1318.8
685,500.4,1404
686,1305.6,2022
687,768,1383.6
688,4269.6,996
689,328.8,1318.8
690,280.8,1318.8
691,1323.6,2028
692,1863.6,1951.2
693,1023.6,1526.4
694,1774.8,2238
695,2013.6,1346.4
696,3918,1730.4
697,4216.8,997.2
698,1813.2,2238
699,601.2,1404
700,1320,2035.2
701,310.8,1334.4
702,1815.6,2238
703,1317.6,2038.8
704,4390.8,936
705,1132.8,1806
706,285.6,1334.4
707,548.4,1447.2
708,2037.6,1200
709,2037.6,766.8
710,643.2,1807.2
711,3200.4,1826.4
712,3096,722.4
713,3103.2,601.2
714,2791.2,999.6
715,343.2,1338
716,4270.8,986.4
717,241.2,1317.6
718,232.8,1317.6
719,3906,1749.6
720,1462.8,1114.8
721,349.2,1209.6
722,349.2,1364.4
723,4480.8,936
724,2006.4,765.6
725,1480.8,1138.8
726,3338.4,1138.8
727,3345.6,1138.8
728,1770,2239.2
729,328.8,1316.4
730,2224.8,1443.6
731,3973.2,1138.8
732,2350.8,1252.8
733,2038.8,782.4
734,3307.2,1447.2
735,2011.2,1227.6
736,1196.4,1944
737,2220,1446
738,362.4,1214.4
739,4140,930
740,255.6,1231.2
741,259.2,1315.2
742,4062,1825.2
743,2301.6,1485.6
744,2547.6,198
745,1358.4,1002
746,1807.2,2235.6
747,297.6,1300.8
748,2092.8,1527.6
749,3106.8,529.2
750,4062,1255.2
751,490.8,1426.8
752,954,1482
753,1138.8,1940.4
754,1125.6,1442.4
755,2004,1255.2
756,1375.2,1918.8
757,405.6,1387.2
758,3103.2,594
759,3097.2,698.4
760,4101.6,1270.8
761,1616.4,1436.4
762,334.8,1346.4
763,4365.6,1275.6
764,1368,2076
765,960,1502.4
766,442.8,1387.2
767,583.2,1730.4
768,298.8,1344
769,4120.8,1254
770,2108.4,1374
771,3098.4,682.8
772,393.6,1359.6
773,3758.4,1784.4
774,225.6,1887.6
775,727.2,1387.2
776,4030.8,1230
777,3096,730.8
778,1358.4,1903.2
779,1542,1222.8
780,507.6,1368
781,250.8,1272
782,1134,1934.4
783,3352.8,1177.2
784,3100.8,650.4
785,1840.8,2313.6
786,1453.2,1101.6
787,3970.8,1144.8
788,231.6,1267.2
789,3102,2300.4
790,3097.2,1387.2
791,367.2,1368
792,360,1330.8
793,4381.2,937.2
794,346.8,1368
795,3973.2,1770
796,2246.4,432
797,4128,866.4
798,3355.2,1146
799,2156.4,1364.4
800,4066.8,1254
801,318,1311.6
802,3300,1483.2
803,111.6,1420.8
804,3229.2,964.8
805,3864,872.4
806,2292,1491.6
807,2900.4,1348.8
808,4174.8,2118
809,3094.8,753.6
810,4291.2,990
811,4092,1260
812,2215.2,1302
813,3972,1148.4
814,1111.2,1414.8
815,283.2,1328.4
816,2098.8,1366.8
817,411.6,1389.6
818,3943.2,1747.2
819,2780.4,880.8
820,2810.4,901.2
821,619.2,1326
822,4094.4,2494.8
823,1602,928.8
824,321.6,1310.4
825,2805.6,880.8
826,3864,874.8
827,1093.2,1639.2
828,1120.8,1698
829,4467.6,938.4
830,4014,1803.6
831,3888,1201.2
832,4441.2,927.6
833,2822.4,880.8
834,358.8,1328.4
835,1490.4,1152
836,2204.4,1309.2
837,1716,1494
838,338.4,1312.8
839,474,1366.8
840,414,1366.8
841,393.6,1366.8
842,3354,1156.8
843,630,1792.8
844,410.4,1309.2
845,266.4,1252.8
846,870,1382.4
847,1887.6,1554
848,1065.6,1423.2
849,4360.8,1273.2
850,2640,1365.6
851,1443.6,1089.6
852,2102.4,1370.4
853,4118.4,1274.4
854,3094.8,762
855,4082.4,1773.6
856,1371.6,1012.8
857,246,1344
858,2760,1266
859,1138.8,1447.2
860,3100.8,640.8
861,448.8,1382.4
862,381.6,1382.4
863,336,1382.4
864,1676.4,1381.2
865,428.4,1381.2
866,1369.2,1916.4
867,3350.4,1154.4
868,219.6,1261.2
869,2583.6,1532.4
870,3826.8,1698
871,4383.6,864
872,2788.8,778.8
873,1516.8,1186.8
874,403.2,1390.8
875,651.6,1412.4
876,1357.2,1914
877,404.4,1378.8
878,374.4,1378.8
879,579.6,1364.4
880,460.8,1914
881,519.6,1438.8
882,1599.6,1971.6
883,3344.4,1129.2
884,3342,1129.2
885,1362,1912.8
886,1525.2,1200
887,4129.2,1275.6
888,3326.4,1129.2
889,3324,1129.2
890,2332.8,1306.8
891,265.2,1263.6
892,2127.6,1363.2
893,422.4,1251.6
894,235.2,1251.6
895,2988,639.6
896,426,1306.8
897,3948,1081.2
898,374.4,1363.2
899,4452,933.6
900,3838.8,873.6
901,303.6,1306.8
902,3915.6,1736.4
903,4392,933.6
904,1214.4,1977.6
905,1282.8,1573.2
906,264,1306.8
907,3247.2,1645.2
908,3345.6,1160.4
909,435.6,1376.4
910,2251.2,1452
911,2752.8,776.4
912,655.2,1340.4
913,424.8,1392
914,388.8,1376.4
915,376.8,1376.4
916,1965.6,662.4
917,3864,1699.2
918,3968.4,2509.2
919,4389.6,991.2
920,382.8,1250.4
921,651.6,1392
922,664.8,1375.2
923,1224,1988.4
924,4320,992.4
925,1226.4,1452
926,2072.4,1374
927,1375.2,1904.4
928,1435.2,1080
929,4110,1018.8
930,2372.4,1513.2
931,3958.8,2508
932,4135.2,1264.8
933,1472.4,1126.8
934,1318.8,1020
935,3697.2,876
936,2353.2,1305.6
937,4492.8,932.4
938,4472.4,932.4
939,3303.6,1450.8
940,704.4,1414.8
941,4408.8,925.2
942,1243.2,1996.8
943,4435.2,932.4
944,4405.2,925.2
945,3991.2,2202
946,4372.8,940.8
947,410.4,1393.2
948,474,1416
949,3102,634.8
950,1734,2209.2
951,1741.2,2211.6
952,630,1417.2
953,340.8,1362
954,2157.6,1322.4
955,2254.8,1450.8
956,4102.8,932.4
957,496.8,1422
958,325.2,1362
959,3352.8,1164
960,3096,738
961,4171.2,1264.8
962,3414,1665.6
963,1764,2218.8
964,2762.4,1304.4
965,1498.8,976.8
966,553.2,1430.4
967,428.4,1374
968,2314.8,1341.6
969,552,1436.4
970,1256.4,2005.2
971,2374.8,1304.4
972,4088.4,1266
973,595.2,1420.8
974,565.2,1304.4
975,1426.8,1068
976,469.2,1304.4
977,3337.2,1123.2
978,3964.8,1066.8
979,3349.2,1165.2
980,1387.2,1026
981,511.2,1435.2
982,4303.2,993.6
983,308.4,1324.8
984,2070,1372.8
985,2156.4,1359.6
986,3879.6,1701.6
987,2631.6,877.2
988,1502.4,1167.6
989,4489.2,931.2
990,3134.4,2229.6
991,228,1248
992,3331.2,1123.2
993,4126.8,931.2
994,2816.4,1123.2
995,302.4,1281.6
996,316.8,1359.6
997,3350.4,1168.8
998,1797.6,2232
999,417.6,1396.8
1000,486,1396.8
1001,517.2,1438.8
1002,513.6,1431.6
1003,313.2,1326
1004,2386.8,1293.6
1005,325.2,1326
1006,4026,1234.8
1007,352.8,1326
1008,2326.8,1197.6
1009,3854.4,942
1010,2358,1341.6
1011,650.4,1830
1012,2010,1237.2
1013,2337.6,1339.2
1014,3345.6,1172.4
1015,1202.4,1467.6
1016,1131.6,1726.8
1017,4051.2,1246.8
1018,4030.8,1237.2
1019,603.6,1756.8
1020,547.2,1450.8
1021,1698,1396.8
1022,666,1834.8
1023,4124.4,1282.8
1024,2230.8,1441.2
1025,4021.2,1702.8
1026,1512,943.2
1027,240,1294.8
1028,2043.6,1340.4
1029,3769.2,627.6
1030,3776.4,598.8
1031,3430.8,1713.6
1032,1417.2,1058.4
1033,352.8,1358.4
1034,378,1357.2
1035,482.4,1356
1036,4137.6,1220.4
1037,2130,1326
1038,3102,626.4
1039,2136,1195.2
1040,2187.6,1354.8
1041,2431.2,1302
1042,327.6,1342.8
1043,652.8,1839.6
1044,2002.8,723.6
1045,4495.2,915.6
1046,2371.2,1302
1047,718.8,1398
1048,970.8,1495.2
1049,302.4,1218
1050,380.4,1354.8
1051,3907.2,1760.4
1052,3136.8,1398
1053,3349.2,1174.8
1054,2245.2,1293.6
1055,4034.4,1238.4
1056,2349.6,1302
1057,3697.2,1789.2
1058,339.6,1344
1059,2254.8,1468.8
1060,487.2,1292.4
1061,2037.6,802.8
1062,3740.4,1790.4
1063,439.2,1292.4
1064,2298,1294.8
1065,4480.8,908.4
1066,590.4,1761.6
1067,307.2,1292.4
1068,463.2,1399.2
1069,360,1353.6
1070,622.8,1791.6
1071,2359.2,1338
1072,4148.4,1294.8
1073,687.6,1438.8
1074,368.4,1285.2
1075,3795.6,943.2
1076,3873.6,1710
1077,428.4,1411.2
1078,1407.6,1047.6
1079,4456.8,946.8
1080,4050,1201.2
1081,543.6,1328.4
1082,415.2,1246.8
1083,4398,943.2
1084,3738,1791.6
1085,4161.6,1291.2
1086,2289.6,1344
1087,308.4,1353.6
1088,3979.2,1791.6
1089,645.6,1816.8
1090,2043.6,1192.8
1091,2380.8,1336.8
1092,4141.2,1285.2
1093,988.8,1714.8
1094,4060.8,1245.6
1095,982.8,1434
1096,595.2,1746
1097,578.4,1746
1098,4066.8,1176
1099,4336.8,1239.6
1100,4148.4,1285.2
1101,2670,834
1102,338.4,1216.8
1103,300,1300.8
1104,4179.6,1882.8
1105,4454.4,920.4
1106,366,1336.8
1107,2336.4,1344
1108,2044.8,834
1109,2038.8,834
1110,633.6,1437.6
1111,582,1352.4
1112,280.8,1240.8
1113,346.8,1330.8
1114,270,1216.8
1115,1548,1240.8
1116,1510.8,1178.4
1117,525.6,1441.2
1118,3872.4,1744.8
1119,662.4,1849.2
1120,3933.6,1743.6
1121,589.2,1401.6
1122,4022.4,1240.8
1123,679.2,1850.4
1124,4086,1224
1125,1132.8,1422
1126,328.8,1192.8
1127,2260.8,1447.2
1128,2731.2,573.6
1129,280.8,1341.6
1130,4018.8,1815.6
1131,1114.8,1770
1132,477.6,1402.8
1133,366,1330.8
1134,476.4,1406.4
1135,2020.8,1214.4
1136,1551.6,1234.8
1137,1536,1214.4
1138,4131.6,1286.4
1139,2072.4,1335.6
1140,2347.2,1420.8
1141,3193.2,1796.4
1142,2101.2,1330.8
1143,4041.6,1244.4
1144,2318.4,1291.2
1145,248.4,1345.2
1146,1854,958.8
1147,1017.6,1446
1148,328.8,1213.2
1149,4030.8,1244.4
1150,1132.8,1706.4
1151,4164,1233.6
1152,2206.8,1402.8
1153,484.8,1420.8
1154,291.6,1297.2
1155,220.8,1332
1156,459.6,1410
1157,536.4,1293.6
1158,3727.2,1798.8
1159,4012.8,1798.8
1160,2114.4,1188
1161,964.8,1504.8
1162,2221.2,1297.2
1163,645.6,1335.6
1164,1530,1207.2
1165,224.4,1333.2
1166,439.2,1405.2
1167,4467.6,910.8
1168,3909.6,1720.8
1169,4476,916.8
1170,909.6,1410
1171,4173.6,1873.2
1172,307.2,1333.2
1173,1888.8,1858.8
1174,2011.2,1347.6
1175,631.2,1803.6
1176,525.6,1290
1177,1192.8,1465.2
1178,3714,1803.6
1179,2145.6,1182
1180,1174.8,1809.6
1181,2263.2,1346.4
1182,447.6,1408.8
1183,447.6,1404
1184,2754,1488
1185,3204,2317.2
1186,571.2,1298.4
1187,1794,2094
1188,2055.6,1038
1189,1683.6,567.6
1190,3094.8,746.4
1191,278.4,1269.6
1192,1156.8,1848
1193,3223.2,2365.2
1194,1144.8,1714.8
1195,2072.16,1336.32
1196,4380.48,937.44
1197,4384.8,938.88
1198,2301.12,1484.64
1199,465.12,1396.8
1200,437.76,1396.8
1201,3906.72,1749.6
1202,486.72,1291.68
1203,4468.32,938.88
1204,264.96,1262.88
1205,374.4,1378.08
1206,2759.04,1265.76
1207,1369.44,1010.88
1208,725.76,1386.72
1209,601.92,1404
1210,656.64,1340.64
1211,2043.36,1340.64
1212,3412.8,1666.08
1213,2037.6,1199.52
1214,4118.4,1274.4
1215,4361.76,1274.4
1216,3317.76,1118.88
1217,442.08,1386.72
1218,404.64,1386.72
1219,3738.24,1791.36
1220,2350.08,1301.76
1221,2043.36,1192.32
1222,3346.56,1172.16
1223,525.6,1290.24
1224,4173.12,1873.44
1225,496.8,1421.28
1226,388.8,1376.64
1227,374.4,1363.68
1228,2371.68,1301.76
1229,512.64,1431.36
1230,478.08,1402.56
1231,2157.12,1321.92
1232,2230.56,1441.44
1233,2255.04,1467.36
1234,3972.96,1137.6
1235,352.8,1357.92
1236,2099.52,1368
1237,3348,1123.2
1238,3337.92,1123.2
1239,4173.12,2118.24
1240,482.4,1355.04
1241,767.52,1383.84
1242,3713.76,1802.88
1243,665.28,1375.2
1244,410.4,1392.48
1245,3330.72,1123.2
1246,537.12,1294.56
1247,324,1326.24
1248,365.76,1334.88
1249,2185.92,1319.04
1250,2219.04,1444.32
1251,468,1303.2
1252,4269.6,986.4
1253,2260.8,1448.64
1254,360,1353.6
1255,3307.68,1448.64
1256,3873.6,1709.28
1257,347.04,1368
1258,3918.24,1730.88
1259,381.6,1382.4
1260,3864.96,1699.2
1261,393.12,1368
1262,2224.8,1444.32
1263,3716.64,1801.44
1264,583.2,1352.16
1265,483.84,1422.72
1266,2352.96,1304.64
1267,2374.56,1304.64
1268,2013.12,1346.4
1269,525.6,1441.44
1270,2112.48,1372.32
1271,2070.72,1372.32
1272,424.8,1391.04
1273,2255.04,1450.08
1274,367.2,1368
1275,542.88,1329.12
1276,2129.76,1326.24
1277,404.64,1372.32
1278,2100.96,1330.56
1279,3768.48,620.64
1280,2250.72,1452.96
1281,3951.36,1085.76
1282,3906.72,1761.12
1283,3247.2,1645.92
1284,476.64,1405.44
1285,2155.68,1177.92
1286,447.84,1405.44
1287,429.12,1380.96
1288,1548,1241.28
1289,4435.2,931.68
1290,4472.64,931.68
1291,263.52,1306.08
1292,3915.36,1736.64
1293,4042.08,1244.16
1294,551.52,1437.12
1295,4178.88,1880.64
1296,228.96,1247.04
1297,2360.16,1339.2
1298,414.72,1247.04
1299,4050.72,1247.04
1300,1356.48,1000.8
1301,381.6,1249.92
1302,4068,1252.8
1303,286.56,1272.96
1304,3349.44,1163.52
1305,1124.64,1524.96
1306,3310.56,1450.08
1307,3229.92,963.36
1308,1512,943.2
1309,427.68,1411.2
1310,3299.04,1484.64
1311,365.76,1332
1312,2337.12,1288.8
1313,269.28,1298.88
1314,4060.8,1824.48
1315,2246.4,1473.12
1316,4439.52,927.36
1317,1389.6,1029.6
1318,4364.64,1275.84
1319,1769.76,2239.2
1320,303.84,1323.36
1321,1887.84,1553.76
1322,4030.56,1235.52
1323,2092.32,1527.84
1324,3346.56,1137.6
1325,279.36,1241.28
1326,421.92,1241.28
1327,3794.4,943.2
1328,2113.92,1188
1329,4489.92,930.24
1330,326.88,1343.52
1331,4030.56,1775.52
1332,3942.72,1746.72
1333,2204.64,1308.96
1334,2318.4,1290.24
1335,2371.68,1512
1336,1140.48,1438.56
1337,4019.04,1817.28
1338,4452.48,933.12
1339,4492.8,933.12
1340,4407.84,924.48
1341,1157.76,1932.48
1342,2139.84,1186.56
1343,403.2,1391.04
1344,3948.48,1081.44
1345,283.68,1327.68
1346,4475.52,917.28
1347,2335.68,1343.52
1348,1405.44,1045.44
1349,475.2,1419.84
1350,4494.24,915.84
1351,4392,934.56
1352,3978.72,1791.36
1353,264.96,1252.8
1354,362.88,1213.92
1355,2027.52,1208.16
1356,4062.24,1254.24
1357,491.04,1427.04
1358,4456.8,946.08
1359,1814.4,2237.76
1360,302.4,1218.24
1361,3932.64,1743.84
1362,2296.8,1294.56
1363,4373.28,940.32
1364,270.72,1216.8
1365,564.48,1304.64
1366,463.68,1388.16
1367,1733.76,2208.96
1368,704.16,1414.08
1369,2135.52,1195.2
1370,2639.52,1365.12
1371,1697.76,1396.8
1372,257.76,1316.16
1373,413.28,1366.56
1374,1461.6,1113.12
1375,247.68,1344.96
1376,446.4,1408.32
1377,473.76,1366.56
1378,519.84,1434.24
1379,3827.52,1697.76
1380,1480.32,1137.6
1381,485.28,1396.8
1382,280.8,1319.04
1383,380.16,1353.6
1384,649.44,1828.8
1385,3879.36,1702.08
1386,4013.28,1800
1387,3324.96,1133.28
1388,1762.56,2219.04
1389,328.32,1317.6
1390,511.2,1435.68
1391,548.64,1447.2
1392,3888,1199.52
1393,375.84,1298.88
1394,1853.28,959.04
1395,472.32,1415.52
1396,338.4,1313.28
1397,404.64,1378.08
1398,1319.04,2034.72
1399,3307.68,1140.48
1400,3324.96,1128.96
1401,358.56,1329.12
1402,321.12,1311.84
1403,2357.28,1340.64
1404,1676.16,1382.4
1405,3967.2,2509.92
1406,308.16,1353.6
1407,3726.72,1798.56
1408,518.4,1438.56
1409,645.12,1334.88
1410,2292.48,1490.4
1411,439.2,1404
1412,221.76,1330.56
1413,2810.88,901.44
1414,554.4,1429.92
1415,2358.72,1287.36
1416,3337.92,1139.04
1417,3962.88,1091.52
1418,2145.6,1180.8
1419,328.32,1212.48
1420,1357.92,1903.68
1421,2816.64,1123.2
1422,3863.52,872.64
1423,308.16,1293.12
1424,4059.36,1245.6
1425,4337.28,1239.84
1426,3303.36,1450.08
1427,3749.76,1785.6
1428,1357.92,1913.76
1429,588.96,1401.12
1430,4269.6,995.04
1431,2822.4,881.28
1432,1139.04,1447.2
1433,622.08,1792.8
1434,2805.12,881.28
1435,2773.44,879.84
1436,394.56,1359.36
1437,1434.24,1080
1438,2386.08,1293.12
1439,3350.88,1154.88
1440,4121.28,1254.24
1441,2780.64,881.28
1442,964.8,1504.8
1443,3689.28,1795.68
1444,1490.4,1150.56
