id,u,v
693,2176.8,2332.8
694,643.2,1898.4
695,1933.2,2288.4
696,2016,2161.2
697,2022,2511.6
698,1935.6,1624.8
699,3954,1453.2
700,2931.6,1711.2
701,2938.8,2230.8
702,2512.8,2038.8
703,2940,1710
704,3052.8,1878
705,2172,195.6
706,1782,1544.4
707,2156.4,2397.6
708,2012.4,2481.6
709,2036.4,2397.6
710,2532,2079.6
711,1933.2,1627.2
712,852,2766
713,1047.6,1802.4
714,2530.8,2072.4
715,2947.2,1755.6
716,1861.2,2383.2
717,2005.2,2000.4
718,4046.4,1406.4
719,4005.6,1752
720,4006.8,1446
721,2182.8,194.4
722,1928.4,1657.2
723,2946,2191.2
724,2166,2314.8
725,3940.8,1453.2
726,2319.6,2274
727,3138,1356
728,4003.2,1852.8
729,2019.6,1584
730,1216.8,2100
731,2468.4,2476.8
732,2100,2383.2
733,2190,193.2
734,4026,1430.4
735,4024.8,1423.2
736,2005.2,2163.6
737,3980.4,1749.6
738,2002.8,2080.8
739,3924,1436.4
740,2898,2173.2
741,2946,1762.8
742,2004,2173.2
743,2353.2,2502
744,3034.8,1195.2
745,2022,2536.8
746,2002.8,2606.4
747,1804.8,1754.4
748,2001.6,2404.8
749,3078,1402.8
750,3044.4,2229.6
751,2468.4,2461.2
752,3106.8,1395.6
753,4208.4,1402.8
754,2245.2,2175.6
755,2682,1447.2
756,2916,1381.2
757,1504.8,1353.6
758,1940.4,2461.2
759,2120.4,2565.6
760,1872,1704
761,2580,1945.2
762,1348.8,1852.8
763,3003.6,1178.4
764,4048.8,1412.4
765,2964,1448.4
766,2850,1862.4
767,3991.2,1448.4
768,3037.2,1754.4
769,2482.8,1738.8
770,3121.2,1860
771,2190,2106
772,3921.6,1862.4
773,4203.6,1396.8
774,4005.6,1412.4
775,3933.6,1862.4
776,1933.2,2622
777,1506,1356
778,2290.8,165.6
779,2077.2,222
780,2492.4,1737.6
781,1189.2,1870.8
782,4239.6,1411.2
783,2070,223.2
784,2587.2,1933.2
785,1947.6,1701.6
786,2166,2275.2
787,1974,1890
788,2313.6,2275.2
789,3946.8,1419.6
790,2948.4,2216.4
791,1920,1736.4
792,3817.2,1870.8
793,3099.6,2206.8
794,915.6,548.4
795,2916,1735.2
796,1023.6,1890
797,2450.4,1741.2
798,2940,2223.6
799,3112.8,1863.6
800,1893.6,2377.2
801,4048.8,1420.8
802,3988.8,1850.4
803,2061.6,225.6
804,2023.2,2503.2
805,2106,2409.6
806,1852.8,1699.2
807,2102.4,2503.2
808,2176.8,2409.6
809,3938.4,1863.6
810,2480.4,1744.8
811,3950.4,1858.8
812,2570.4,88.8
813,1425.6,1372.8
814,3942,1858.8
815,2017.2,2170.8
816,3106.8,1358.4
817,4250.4,1422
818,1780.8,1734
819,3142.8,1407.6
820,3846,1171.2
821,3045.6,1694.4
822,2007.6,2227.2
823,1599.6,1556.4
824,1939.2,1374
825,2095.2,2484
826,337.2,1200
827,2523.6,1692
828,1867.2,2395.2
829,2548.8,1653.6
830,2088,2048.4
831,3127.2,1842
832,2098.8,2073.6
833,1249.2,1864.8
834,2487.6,1329.6
835,2346,2458.8
836,2502,1329.6
837,3104.4,1513.2
838,3104.4,1857.6
839,3039.6,1818
840,2515.2,2070
841,2934,1729.2
842,2941.2,1728
843,2508,1728
844,2000.4,2067.6
845,3157.2,2292
846,1070.4,1557.6
847,3036,1201.2
848,2829.6,1425.6
849,3027.6,1856.4
850,2857.2,1384.8
851,2880,1688.4
852,2944.8,1755.6
853,1444.8,1842
854,2463.6,2470.8
855,3082.8,1398
856,3192,2077.2
857,2899.2,1336.8
858,2469.6,2469.6
859,4232.4,1393.2
860,2713.2,1482
861,2877.6,1167.6
862,1934.4,2457.6
863,2937.6,1756.8
864,2680.8,1435.2
865,2509.2,2040
866,1995.6,2428.8
867,3030,1819.2
868,4209.6,1390.8
869,2416.8,129.6
870,2930.4,1386
871,2163.6,2254.8
872,2439.6,123.6
873,2552.4,94.8
874,1935.6,1773.6
875,2006.4,2194.8
876,2202,2113.2
877,1536,1832.4
878,2754,1561.2
879,2096.4,2426.4
880,3114,1358.4
881,1915.2,2088
882,4000.8,1758
883,3102,2326.8
884,1882.8,1684.8
885,3202.8,2212.8
886,2130,2347.2
887,2840.4,1861.2
888,3920.4,1880.4
889,2163.6,1000.8
890,2007.6,2540.4
891,2094,2246.4
892,3118.8,1437.6
893,3885.6,1461.6
894,2198.4,2326.8
895,1893.6,2390.4
896,2198.4,2300.4
897,1918.8,1788
898,2599.2,1888.8
899,2958,1759.2
900,1094.4,1881.6
901,2798.4,1630.8
902,1936.8,2282.4
903,2563.2,1352.4
904,3946.8,1453.2
905,2181.6,2236.8
906,2722.8,2400
907,2839.2,1161.6
908,2004,2150.4
909,3129.6,1437.6
910,1192.8,1831.2
911,2862,1468.8
912,2004,2158.8
913,2533.2,2559.6
914,3033.6,2236.8
915,2158.8,2400
916,3133.2,1849.2
917,3810,1470
918,2492.4,2122.8
919,2208,2485.2
920,3024,1836
921,2130,2562
922,1867.2,2380.8
923,3115.2,1394.4
924,2016,2157.6
925,2184,2310
926,4004.4,1848
927,2007.6,2202
928,3066,1360.8
929,2515.2,2077.2
930,2176.8,2305.2
931,1857.6,2385.6
932,3178.8,1848
933,3794.4,1904.4
934,2511.6,2083.2
935,2022,2528.4
936,2286,2305.2
937,2154,2084.4
938,3086.4,2168.4
939,1428,1382.4
940,950.4,662.4
941,3112.8,1848
942,3057.6,1848
943,3631.2,1264.8
944,3021.6,1786.8
945,3651.6,1276.8
946,2856,1472.4
947,4237.2,1389.6
948,2518.8,2034
949,2223.6,2168.4
950,2101.2,2420.4
951,3832.8,1902
952,1488,1839.6
953,774,2420.4
954,2192.4,2308.8
955,2832,1824
956,2137.2,2335.2
957,2836.8,1828.8
958,2211.6,2100
959,3416.4,1275.6
960,2929.2,1441.2
961,2014.8,2602.8
962,1916.4,297.6
963,3074.4,1375.2
964,1957.2,252
965,4207.2,1405.2
966,3048,2214
967,3127.2,1401.6
968,1964.4,252
969,2259.6,2286
970,1762.8,1778.4
971,3156,1827.6
972,2526,2068.8
973,1912.8,267.6
974,1580.4,1827.6
975,910.8,550.8
976,865.2,561.6
977,1838.4,2359.2
978,1179.6,1502.4
979,1605.6,2006.4
980,3042,2268
981,735.6,128.4
982,4249.2,1426.8
983,1338,1719.6
984,2448,122.4
985,3129.6,1716
986,1365.6,2040
987,3144,2374.8
988,1111.2,1832.4
989,4212,1414.8
990,3994.8,1743.6
991,2719.2,1636.8
992,891.6,537.6
993,904.8,561.6
994,1945.2,1368
995,2137.2,2322
996,2312.4,2286
997,900,645.6
998,3100.8,2258.4
999,3139.2,2354.4
1000,1983.6,1758
1001,3060,2300.4
1002,2524.8,2064
1003,2090.4,1750.8
1004,2041.2,667.2
1005,3988.8,1428
1006,967.2,560.4
1007,3890.4,1424.4
1008,1886.4,2251.2
1009,2166,2326.8
1010,1869.6,1648.8
1011,2926.8,2217.6
1012,4224,1394.4
1013,2298,2322
1014,3814.8,1868.4
1015,706.8,1114.8
1016,1130.4,1552.8
1017,2290.8,1869.6
1018,3002.4,2332.8
1019,1953.6,2300.4
1020,422.4,1401.6
1021,3877.2,1464
1022,915.6,554.4
1023,112.8,843.6
1024,2462.4,2050.8
1025,3165.6,1822.8
1026,2158.8,2317.2
1027,1945.2,2179.2
1028,1909.2,2026.8
1029,4226.4,1396.8
1030,4212,1411.2
1031,1923.6,1491.6
1032,2250,1878
1033,3889.2,1869.6
1034,3805.2,1886.4
1035,3882,1905.6
1036,1071.6,1528.8
1037,1628.4,1659.6
1038,3786,1399.2
1039,3072,2187.6
1040,3192,2064
1041,324,1192.8
1042,4022.4,748.8
1043,1918.8,2292
1044,2247.6,2372.4
1045,4226.4,1382.4
1046,2031.6,2418
1047,2175.6,2296.8
1048,2509.2,1754.4
1049,3811.2,1934.4
1050,859.2,596.4
1051,4200,1387.2
1052,1616.4,2145.6
1053,3208.8,2214
1054,2728.8,2426.4
1055,3088.8,2007.6
1056,1227.6,2763.6
1057,4285.2,1894.8
1058,1006.8,1830
1059,1882.8,2262
1060,1634.4,1548
1061,1015.2,1606.8
1062,854.4,674.4
1063,2649.6,1988.4
1064,3940.8,834
1065,3104.4,1520.4
1066,2860.8,1095.6
1067,1440,2030.4
1068,3138,1836
1069,3078,2035.2
1070,2004,2613.6
1071,883.2,151.2
1072,2247.6,1884
1073,4249.2,1419.6
1074,1959.6,2377.2
1075,4492.8,1405.2
1076,4246.8,1412.4
1077,4207.2,1419.6
1078,2240.4,1885.2
1079,2242.8,1896
1080,3048,1833.6
1081,1556.4,2014.8
1082,860.4,566.4
1083,2164.8,1297.2
1084,2428.8,2050.8
1085,912,640.8
1086,1903.2,2284.8
1087,2966.4,1683.6
1088,3087.6,2060.4
1089,2667.6,1434
1090,1582.8,2028
1091,3031.2,2277.6
1092,4016.4,1434
1093,1909.2,267.6
1094,903.6,607.2
1095,1694.4,496.8
1096,3015.6,1688.4
1097,3997.2,1411.2
1098,2575.2,1930.8
1099,3822,1434
1100,1597.2,1524
1101,2942.4,2212.8
1102,2463.6,2040
1103,72,832.8
1104,2152.8,740.4
1105,3993.6,1776
1106,3922.8,1431.6
1107,1189.2,1874.4
1108,4224,1386
1109,2475.6,1756.8
1110,918,584.4
1111,3405.6,1286.4
1112,3187.2,2277.6
1113,990,1897.2
1114,2780.4,2479.2
1115,1803.6,2181.6
1116,3932.4,1455.6
1117,2334,2248.8
1118,3732,1246.8
1119,1918.8,1656
1120,1128,756
1121,2588.4,82.8
1122,2008.8,1596
1123,1876.8,2254.8
1124,1446,2000.4
1125,2192.4,2320.8
1126,2172,2332.8
1127,2076,1740
1128,1570.8,1321.2
1129,1466.4,2044.8
1130,1688.4,484.8
1131,3742.8,1129.2
1132,1699.2,499.2
1133,2019.6,2223.6
1134,2175.6,2226
1135,2079.6,220.8
1136,2240.4,2366.4
1137,2350.8,2455.2
1138,2883.6,1674
1139,3966,1879.2
1140,3020.4,2292
1141,1489.2,1674
1142,3110.4,2248.8
1143,1120.8,524.4
1144,1569.6,1330.8
1145,1314,1504.8
1146,1294.8,1857.6
1147,2184,2323.2
1148,3892.8,799.2
1149,4011.6,1760.4
1150,3927.6,1450.8
1151,1929.6,1652.4
1152,2528.4,1722
1153,1066.8,536.4
1154,3973.2,1426.8
1155,1971.6,249.6
1156,1341.6,2061.6
1157,1144.8,1560
1158,2074.8,2049.6
1159,2913.6,1166.4
1160,1916.4,319.2
1161,3918,752.4
1162,1915.2,277.2
1163,2523.6,2526
1164,754.8,1629.6
1165,3974.4,1761.6
1166,2006.4,2424
1167,2244,2335.2
1168,3904.8,1440
1169,1126.8,758.4
1170,1201.2,1500
1171,1953.6,2365.2
1172,3410.4,1278
1173,1490.4,2023.2
1174,1642.8,997.2
1175,3164.4,2295.6
1176,1170,1442.4
1177,2269.2,1873.2
1178,2214,1281.6
1179,2234.4,2404.8
1180,1915.2,2406
1181,69.6,832.8
1182,936,620.4
1183,2679.6,2054.4
1184,844.8,608.4
1185,2011.2,2654.4
1186,2492.4,2644.8
1187,4206,1382.4
1188,820.8,596.4
1189,163.2,934.8
1190,856.8,588
1191,3765.6,1224
1192,988.8,555.6
1193,3170.4,2368.8
1194,3380.4,1954.8
1195,3941.28,1859.04
1196,3120.48,1859.04
1197,3048.48,2214.72
1198,1935.36,2456.64
1199,3126.24,1402.56
1200,3101.76,2327.04
1201,2937.6,1756.8
1202,2285.28,2305.44
1203,3024,1836
1204,3104.64,1857.6
1205,2062.08,224.64
1206,1945.44,1368
1207,2257.92,2285.28
1208,3794.4,1903.68
1209,421.92,1402.56
1210,3651.84,1277.28
1211,2524.32,1692
1212,852.48,2766.24
1213,2172.96,2305.44
1214,3886.56,1460.16
1215,3180.96,2285.28
1216,2836.8,1828.8
1217,1933.92,2622.24
1218,3997.44,1447.2
1219,1193.76,1831.68
1220,1022.4,1889.28
1221,3039.84,1869.12
1222,3015.36,1689.12
1223,2511.36,2082.24
1224,2512.8,2039.04
1225,2291.04,164.16
1226,4000.32,1758.24
1227,2177.28,2410.56
1228,3911.04,1882.08
1229,1958.4,253.44
1230,1598.4,1556.64
1231,4049.28,1412.64
1232,2165.76,2275.2
1233,2095.2,2484
1234,1372.32,411.84
1235,3202.56,2213.28
1236,2820.96,1428.48
1237,1071.36,1556.64
1238,4047.84,1421.28
1239,3831.84,1902.24
1240,3980.16,1749.6
1241,3116.16,1395.36
1242,3106.08,1395.36
1243,3113.28,1863.36
1244,2554.56,1359.36
1245,1893.6,2390.4
1246,4246.56,1416.96
1247,3919.68,1880.64
1248,3083.04,1396.8
1249,2106.72,2409.12
1250,2900.16,1336.32
1251,2941.92,1726.56
1252,2099.52,2383.2
1253,1094.4,1880.64
1254,4203.36,1396.8
1255,3994.56,1743.84
1256,1936.8,2282.4
1257,4207.68,1402.56
1258,2152.8,2083.68
1259,2862.72,1468.8
1260,3114.72,1357.92
1261,2531.52,2558.88
1262,2197.44,2299.68
1263,2936.16,2239.2
1264,2432.16,125.28
1265,1860.48,2383.2
1266,2007.36,2227.68
1267,3139.2,1392.48
1268,2005.92,2540.16
1269,3029.76,1818.72
1270,3143.52,1408.32
1271,3974.4,1761.12
1272,4010.4,1761.12
1273,3909.6,1900.8
1274,3208.32,2214.72
1275,2946.24,1755.36
1276,1392.48,1847.52
1277,3991.68,1447.2
1278,2021.76,2527.2
1279,2004.48,2158.56
1280,4003.2,1847.52
1281,2551.68,93.6
1282,1349.28,1853.28
1283,3074.4,1375.2
1284,2930.4,1441.44
1285,2949.12,2216.16
1286,3057.12,1847.52
1287,1838.88,2358.72
1288,2016,2147.04
1289,1933.92,2288.16
1290,4006.08,1445.76
1291,2016,2157.12
1292,2181.6,194.4
1293,4016.16,1753.92
1294,1974.24,1889.28
1295,1995.84,2429.28
1296,2831.04,1823.04
1297,2172.96,195.84
1298,2004.48,2172.96
1299,2855.52,1473.12
1300,1048.32,1801.44
1301,2930.4,1385.28
1302,2017.44,2172.96
1303,2856.96,1385.28
1304,2946.24,1764
1305,2508.48,1728
1306,643.68,1897.92
1307,3038.4,1753.92
1308,4212,1414.08
1309,1428.48,1382.4
1310,2175.84,2332.8
1311,2102.4,2502.72
1312,3811.68,1470.24
1313,2020.32,2224.8
1314,2011.68,2064.96
1315,3119.04,1437.12
1316,1857.6,2386.08
1317,2244.96,2174.4
1318,2916,1380.96
1319,3947.04,1419.84
1320,2007.36,2201.76
1321,2839.68,1860.48
1322,2001.6,2404.8
1323,1882.08,1683.36
1324,2898.72,2174.4
1325,4006.08,1411.2
1326,3846.24,1172.16
1327,3045.6,1694.88
1328,2518.56,2034.72
1329,2462.4,2471.04
1330,3996,1867.68
1331,2679.84,1435.68
1332,3036.96,1200.96
1333,1851.84,1699.2
1334,3113.28,1848.96
1335,3939.84,1454.4
1336,3039.84,1817.28
1337,1935.36,1774.08
1338,2167.2,2315.52
1339,3168,2315.52
1340,2191.68,2308.32
1341,1918.08,1788.48
1342,1867.68,2380.32
1343,2190.24,2105.28
1344,2471.04,2469.6
1345,3631.68,1264.32
1346,2829.6,1425.6
1347,1487.52,1837.44
1348,2933.28,1729.44
1349,2106.72,2468.16
1350,3087.36,2168.64
1351,2018.88,2190.24
1352,2018.88,2198.88
1353,1977.12,1861.92
1354,1872,1703.52
1355,1932.48,1627.2
1356,3988.8,1850.4
1357,1804.32,1753.92
1358,3132,1848.96
1359,1249.92,1864.8
1360,4006.08,1751.04
1361,2939.04,1709.28
1362,2181.6,2236.32
1363,1781.28,1733.76
1364,2481.12,2466.72
1365,2931.84,1710.72
1366,3156.48,1827.36
1367,3106.08,1359.36
1368,2096.64,2426.4
1369,3026.88,1854.72
1370,2129.76,2347.2
1371,2712.96,1481.76
1372,1912.32,267.84
1373,2098.08,2073.6
1374,3972.96,1425.6
1375,2000.16,2067.84
1376,3021.12,1787.04
1377,2007.36,2193.12
1378,773.28,2420.64
1379,2136.96,2335.68
1380,2959.2,2063.52
1381,2164.32,2255.04
1382,2100.96,2420.64
1383,2744.64,1537.92
1384,1189.44,1870.56
1385,3906.72,1438.56
1386,1920.96,1735.2
1387,2753.28,1640.16
1388,2486.88,1329.12
1389,3918.24,753.12
1390,2721.6,2400.48
1391,3098.88,2206.08
1392,2501.28,1329.12
1393,2515.68,2076.48
1394,3052.8,1877.76
1395,3157.92,2292.48
1396,2916,1716.48
1397,2916,1735.2
1398,1579.68,1828.8
1399,3191.04,2076.48
1400,3065.76,1360.8
1401,3083.04,1360.8
1402,3005.28,1778.4
1403,2468.16,2460.96
1404,1939.68,2460.96
1405,2098.08,2250.72
1406,2158.56,2399.04
1407,2000.16,2607.84
1408,2797.92,1630.08
1409,2183.04,2324.16
1410,1627.2,1658.88
1411,2481.12,1739.52
1412,2017.44,2170.08
1413,3921.12,1863.36
1414,2119.68,2564.64
1415,2515.68,2069.28
