id,u,v
1458,187.2,948.96
1459,3990.24,607.68
1460,192.96,948.96
1461,3922.56,660.96
1462,784.8,1153.44
1463,3954.24,668.16
1464,3873.6,668.16
1465,3009.6,884.16
1466,1239.84,1740.96
1467,3718.08,1501.92
1468,4430.88,607.68
1469,1192.32,1730.88
1470,3867.84,668.16
1471,3723.84,1501.92
1472,1874.88,2053.44
1473,3882.24,666.72
1474,1971.36,853.92
1475,1323.36,1638.72
1476,1324.8,1732.32
1477,3888,665.28
1478,879.84,813.6
1479,1209.6,1733.76
1480,1150.56,1735.2
1481,1183.68,1735.2
1482,3746.88,1540.8
1483,3820.32,627.84
1484,2983.68,1738.08
1485,4001.76,663.84
1486,4364.64,577.44
1487,3006.72,921.6
1488,2714.4,1873.44
1489,3994.56,663.84
1490,3801.6,643.68
1491,3840.48,663.84
1492,1306.08,1735.2
1493,1113.12,1738.08
1494,1055.52,663.84
1495,2923.2,879.84
1496,1123.2,1736.64
1497,1179.36,1736.64
1498,1247.04,1736.64
1499,2462.4,2056.32
1500,3980.16,662.4
1501,3972.96,662.4
1502,3906.72,662.4
1503,1238.4,725.76
1504,754.56,1143.36
1505,3960,610.56
1506,3903.84,633.6
1507,4204.8,682.56
1508,3313.44,648
1509,3686.4,1540.8
1510,1380.96,1644.48
1511,1395.36,1634.4
1512,806.4,1157.76
1513,2494.08,2005.92
1514,3787.2,665.28
1515,3983.04,665.28
1516,3741.12,1507.68
1517,3736.8,1440
1518,1150.56,969.12
1519,3283.2,122.4
1520,3958.56,671.04
1521,3974.4,626.4
1522,2916,901.44
1523,4392,624.96
1524,3888,658.08
1525,3009.6,1723.68
1526,904.32,1679.04
1527,3821.76,1594.08
1528,455.04,1107.36
1529,4027.68,612
1530,3722.4,1483.2
1531,2723.04,2034.72
1532,3929.76,622.08
1533,550.08,757.44
1534,4026.24,1812.96
1535,1883.52,2049.12
1536,1290.24,1735.2
1537,4455.36,557.28
1538,1196.64,1683.36
1539,3006.72,1738.08
1540,89.28,970.56
1541,1994.4,826.56
1542,1261.44,1702.08
1543,4426.56,552.96
1544,2717.28,1946.88
1545,3745.44,1545.12
1546,1160.64,650.88
1547,3716.64,1486.08
1548,2687.04,1313.28
1549,1651.68,1131.84
1550,4432.32,610.56
1551,3919.68,623.52
1552,1278.72,825.12
1553,3009.6,1726.56
1554,725.76,1153.44
1555,563.04,1113.12
1556,1944,3085.92
1557,1589.76,1316.16
1558,3928.32,632.16
1559,3850.56,2040.48
1560,1153.44,966.24
1561,1336.32,1720.8
1562,652.32,408.96
1563,4400.64,619.2
1564,1212.48,1676.16
1565,1949.76,2410.56
1566,110.88,1336.32
1567,2972.16,1717.92
1568,1098.72,1756.8
1569,1121.76,973.44
1570,3245.76,905.76
1571,4435.2,538.56
1572,2407.68,2073.6
1573,3712.32,659.52
1574,2003.04,1962.72
1575,4481.28,591.84
1576,4379.04,622.08
1577,3703.68,648
1578,1982.88,2046.24
1579,1170.72,1709.28
1580,696.96,1176.48
1581,1261.44,1723.68
1582,3791.52,1546.56
1583,1558.08,1382.4
1584,54.72,1255.68
1585,1310.4,1728
1586,2917.44,1746.72
1587,3659.04,286.56
1588,1278.72,1738.08
1589,1332,1729.44
1590,4425.12,613.44
1591,1742.4,473.76
1592,1928.16,1961.28
1593,1388.16,794.88
1594,2988,1802.88
1595,4404.96,1427.04
1596,3705.12,668.16
1597,691.2,1105.92
1598,1840.32,1900.8
1599,809.28,1156.32
1600,3987.36,639.36
1601,3788.64,1543.68
1602,1254.24,1739.52
1603,4413.6,599.04
1604,3771.36,1483.2
1605,3775.68,1529.28
1606,1224,1743.84
1607,1131.84,1690.56
1608,2026.08,2220.48
1609,4448.16,607.68
1610,3310.56,2026.08
1611,1212.48,1729.44
1612,93.6,977.76
1613,4487.04,571.68
1614,819.36,1153.44
1615,1836,776.16
1616,3532.32,649.44
1617,1159.2,1620
1618,4165.92,1147.68
1619,3468.96,787.68
1620,1236.96,730.08
1621,800.64,1157.76
1622,4105.44,1143.36
1623,1883.52,3091.68
1624,2505.6,2319.84
1625,2450.88,1131.84
1626,1969.92,1995.84
1627,1162.08,1612.8
1628,2047.68,2191.68
1629,4489.92,599.04
1630,1215.36,829.44
1631,1128.96,953.28
1632,1124.64,2096.64
1633,3924,649.44
1634,1262.88,1739.52
1635,2671.2,1559.52
1636,1167.84,1732.32
1637,1925.28,1987.2
1638,1107.36,853.92
1639,3237.12,2122.56
1640,1154.88,1609.92
1641,3591.36,673.92
1642,1186.56,645.12
1643,1399.68,208.8
1644,2446.56,2082.24
1645,2399.04,2066.4
1646,1055.52,676.8
1647,4031.42,603.072
1648,3972.67,613.44
1649,4218.05,979.776
1650,3419.71,744.768
1651,3775.68,646.272
1652,3936.38,673.92
1653,1451.52,1247.62
1654,1100.74,1755.65
1655,592.704,1187.14
1656,1278.72,1726.27
1657,3907.01,673.92
1658,502.848,1195.78
1659,915.84,1700.35
1660,936.576,1700.35
1661,3957.12,641.088
1662,1138.75,1613.95
1663,3742.85,1520.64
1664,632.448,1181.95
1665,1114.56,841.536
1666,451.008,1197.5
1667,4195.58,974.592
1668,1207.87,1741.82
1669,4022.78,656.64
1670,4311.36,584.064
1671,3312.58,648
1672,4017.6,656.64
1673,4173.12,974.592
1674,3874.18,2108.16
1675,1968.19,831.168
1676,3419.71,748.224
1677,3756.67,1532.74
1678,3789.5,1520.64
1679,673.92,1180.22
1680,359.424,1337.47
1681,4027.97,606.528
1682,1226.88,1672.7
1683,3903.55,658.368
1684,3798.14,1520.64
1685,3953.66,658.368
1686,2439.94,2073.6
1687,1321.92,1639.87
1688,3863.81,672.192
1689,4114.37,972.864
1690,1178.5,1676.16
1691,1240.7,1740.1
1692,4007.23,618.624
1693,404.352,1180.22
1694,3844.8,672.192
1695,625.536,1145.66
1696,3784.32,679.104
1697,3220.99,984.96
1698,3853.44,679.104
1699,4031.42,1804.03
1700,1225.15,1648.51
1701,1392.77,1631.23
1702,3843.07,648
1703,1204.42,1686.53
1704,1036.8,1724.54
1705,3991.68,620.352
1706,3875.9,648
1707,1268.35,1676.16
1708,4022.78,620.352
1709,1176.77,1743.55
1710,705.024,1175.04
1711,1214.78,1743.55
1712,3811.97,672.192
1713,4363.2,577.152
1714,3888,622.08
1715,3794.69,672.192
1716,1705.54,1173.31
1717,2984.26,1738.37
1718,3651.26,1432.51
1719,2923.78,879.552
1720,3958.85,670.464
1721,1370.3,585.792
1722,3829.25,623.808
1723,2927.23,903.744
1724,407.808,1173.31
1725,3932.93,670.464
1726,2723.33,2018.3
1727,3725.57,1408.32
1728,3927.74,670.464
1729,1143.94,1750.46
1730,1213.06,1729.73
1731,3858.62,670.464
1732,3853.44,670.464
1733,1309.82,1693.44
1734,912.384,1696.9
1735,3663.36,1518.91
1736,3775.68,654.912
1737,3839.62,680.832
1738,3843.07,680.832
1739,3685.82,1539.65
1740,1821.31,2325.89
1741,1361.66,1651.97
1742,749.952,1162.94
1743,3006.72,1721.09
1744,1657.15,1161.22
1745,3839.62,639.36
1746,1130.11,1731.46
1747,1719.36,1232.06
1748,955.584,1707.26
1749,3789.5,639.36
1750,1221.7,1401.41
1751,1251.07,1655.42
1752,805.248,1157.76
1753,1114.56,1738.37
1754,3677.18,1487.81
1755,1339.2,1721.09
1756,3010.18,884.736
1757,931.392,1708.99
1758,3784.32,661.824
1759,1109.38,1750.46
1760,3309.12,2020.03
1761,1287.36,1721.09
1762,3791.23,661.824
1763,3825.79,627.264
1764,3872.45,668.736
1765,3868.99,668.736
1766,3841.34,661.824
1767,3974.4,627.264
1768,3922.56,661.824
1769,3972.67,616.896
1770,786.24,1154.3
1771,1216.51,1721.09
1772,231.552,1328.83
1773,3974.4,661.824
1774,2714.69,2021.76
1775,1150.85,1745.28
1776,720.576,959.04
1777,974.592,1710.72
1778,3841.34,628.992
1779,3979.58,661.824
1780,1327.1,1650.24
1781,3888,628.992
1782,1249.34,1736.64
1783,3723.84,1508.54
1784,670.464,1149.12
1785,3801.6,682.56
1786,3718.66,1503.36
1787,1308.1,1719.36
1788,3824.06,682.56
1789,1190.59,1731.46
1790,1183.68,1736.64
1791,1121.47,1736.64
1792,1033.34,1719.36
1793,1194.05,1662.34
1794,3984.77,635.904
1795,803.52,1147.39
1796,1325.38,1731.46
1797,2916.86,889.92
1798,3991.68,634.176
1799,3818.88,1482.62
1800,3907.01,663.552
1801,3991.68,667.008
1802,3953.66,667.008
1803,3801.6,653.184
1804,1140.48,1603.58
1805,3843.07,634.176
1806,1306.37,1734.91
1807,3737.66,1525.82
1808,3808.51,1482.62
1809,3888,667.008
1810,3882.82,667.008
1811,3957.12,615.168
1812,1118.02,1747.01
1813,3801.6,686.016
1814,4014.14,632.448
1815,3796.42,644.544
1816,4007.23,632.448
1817,1209.6,1733.18
1818,1994.11,850.176
1819,3955.39,632.448
1820,3796.42,630.72
1821,3737.66,1515.46
1822,3958.85,651.456
1823,3995.14,663.552
1824,3872.45,630.72
1825,4002.05,663.552
1826,3775.68,687.744
1827,2968.7,1717.63
1828,3938.11,660.096
1829,3889.73,632.448
1830,1169.86,1747.01
1831,590.976,1138.75
1832,1275.26,1715.9
1833,3858.62,632.448
1834,3813.7,632.448
1835,188.352,948.672
1836,3259.01,691.2
1837,1228.61,1653.7
1838,1971.65,853.632
1839,2465.86,2260.22
1840,3875.9,675.648
1841,3886.27,642.816
1842,2495.23,2006.21
1843,3801.6,642.816
1844,3893.18,618.624
1845,794.88,1147.39
1846,4095.36,1270.08
1847,1529.28,1159.49
1848,948.672,926.208
1849,1966.46,2044.22
1850,1551.74,1316.74
1851,1909.44,1883.52
1852,3732.48,1401.41
1853,1261.44,1722.82
1854,4209.41,687.744
1855,4026.24,1812.67
1856,1975.1,1997.57
1857,2970.43,1067.9
1858,2455.49,2265.41
1859,3969.22,665.28
1860,1204.42,1705.54
1861,3748.03,1544.83
1862,3875.9,654.912
1863,1131.84,1689.98
1864,1551.74,1126.66
1865,1885.25,3093.12
1866,1874.88,2052.86
1867,3988.22,608.256
1868,3772.22,692.928
1869,1384.13,1636.42
1870,3713.47,658.368
1871,4008.96,604.8
1872,3006.72,921.024
1873,502.848,1121.47
1874,2714.69,1888.7
1875,3699.65,1467.07
1876,3791.23,1546.56
1877,3782.59,1505.09
1878,3310.85,2025.22
1879,724.032,950.4
1880,1238.98,725.76
1881,903.744,1677.89
1882,886.464,915.84
1883,447.552,1187.14
1884,1059.26,1676.16
1885,2521.15,2317.25
1886,1311.55,1726.27
1887,582.336,1187.14
1888,3241.73,136.512
1889,4205.95,682.56
1890,2462.4,2056.32
1891,1150.85,1617.41
1892,1372.03,1641.6
1893,1237.25,1726.27
1894,2611.01,1593.22
1895,767.232,748.224
1896,2407.1,2073.6
1897,3808.51,1541.38
1898,3193.34,870.912
1899,1055.81,663.552
1900,3191.62,974.592
1901,1131.84,1752.19
1902,1368.58,1638.14
1903,912.384,1684.8
1904,2412.29,2083.97
1905,2493.5,1983.74
1906,1211.33,1674.43
1907,2206.66,1708.99
1908,2426.11,2073.6
1909,347.328,1328.83
1910,1380.67,1646.78
1911,1261.44,1700.35
1912,169.344,782.784
1913,1197.5,1684.8
1914,3825.79,1565.57
1915,205.632,984.96
1916,3597.7,445.824
1917,924.48,829.44
1918,2446.85,2063.23
1919,3791.23,1556.93
1920,3767.04,1531.01
1921,1143.94,1729.73
1922,3666.82,1432.51
1923,3735.94,1439.42
1924,1949.18,1969.92
1925,2474.5,2059.78
1926,1206.14,1657.15
1927,1912.9,2299.97
1928,4002.05,604.8
1929,3995.14,604.8
1930,1171.58,1708.99
1931,1950.91,1892.16
1932,1527.55,1154.3
1933,1638.14,1083.46
1934,1650.24,1133.57
1935,1558.66,1380.67
1936,3704.83,648
1937,1950.91,2410.56
1938,2623.1,1373.76
1939,1944,3086.21
1940,1926.72,1987.2
1941,3704.83,1473.98
1942,879.552,813.888
1943,1150.85,969.408
1944,3716.93,1486.08
1945,3920.83,632.448
1946,3945.02,639.36
1947,3706.56,667.008
1948,4435.78,539.136
1949,3630.53,302.4
1950,1914.62,1987.2
1951,2875.39,1969.92
1952,2026.94,2213.57
1953,2973.89,1717.63
1954,4456.51,556.416
1955,1994.11,825.984
1956,3938.11,648
1957,563.328,1112.83
1958,651.456,409.536
1959,1294.27,824.256
1960,3787.78,1546.56
1961,4432.32,608.256
1962,2916.86,900.288
1963,1835.14,777.6
1964,4449.6,608.256
1965,808.704,1156.03
1966,2973.89,1798.85
1967,110.592,1335.74
1968,3945.02,620.352
1969,3927.74,641.088
1970,2723.33,2033.86
1971,1983.74,2035.58
1972,392.256,1181.95
1973,4406.4,1427.33
1974,1334.02,1728
1975,730.944,373.248
1976,1904.26,3129.41
1977,1150.85,1734.91
1978,2047.68,2191.1
1979,3716.93,1454.98
1980,3283.2,122.688
1981,1159.49,1620.86
1982,1159.49,969.408
1983,3716.93,648
1984,3046.46,1840.32
1985,1278.72,1736.64
1986,3011.9,1771.2
1987,2671.49,1560.38
1988,1121.47,974.592
1989,1885.25,2049.41
1990,3945.02,628.992
1991,2025.22,2220.48
1992,940.032,853.632
1993,1947.46,2407.1
1994,919.296,831.168
1995,1124.93,2096.06
1996,1252.8,1740.1
1997,1743.55,475.2
1998,2429.57,1700.35
1999,4105.73,1143.94
2000,4181.76,1133.57
2001,492.48,1197.5
2002,3777.41,1529.28
2003,1401.41,209.088
2004,2006.21,1880.06
2005,1290.82,1734.91
2006,475.2,497.664
2007,3469.82,787.968
2008,4446.14,556.416
2009,4425.41,613.44
2010,1278.72,825.984
2011,1278.72,817.344
2012,2890.94,969.408
2013,1971.65,2020.03
2014,2718.14,1947.46
2015,3777.41,1335.74
2016,3659.9,286.848
2017,1109.38,864
2018,1235.52,844.992
2019,3658.18,705.024
2020,2446.85,2082.24
2021,3853.44,658.368
2022,2918.59,1747.01
2023,3656.45,699.84
2024,1109.38,1750.12
2025,1225.5,1648.51
2026,1327.1,1650.59
2027,1360.28,1652.66
2028,1229.65,1654.73
2029,1144.63,1750.12
2030,4002.05,659.405
2031,1250.38,1656.81
2032,1553.13,1125.96
2033,3937.77,659.405
2034,358.733,1337.47
2035,3004.65,920.679
2036,1194.39,1663.03
2037,3788.47,638.669
2038,3852.75,678.067
2039,3722.11,1507.51
2040,3780.17,1331.25
2041,3840.31,640.742
2042,1169.51,1748.05
2043,2025.91,2218.75
2044,3954.36,640.742
2045,1115.6,1748.05
2046,1277.34,1727.31
2047,590.976,1138.41
2048,232.243,1329.18
2049,188.698,949.709
2050,912.384,1698.28
2051,3699.3,1468.11
2052,3952.28,624.154
2053,3973.02,613.786
2054,3798.84,642.816
2055,1225.5,1673.4
2056,1150.85,1745.97
2057,3954.36,613.786
2058,3952.28,657.331
2059,3902.52,657.331
2060,3873.49,675.994
2061,3651.61,1432.86
2062,3925.33,613.786
2063,1213.06,1743.9
2064,3784.32,680.141
2065,1551.05,1318.81
2066,3755.29,1532.39
2067,1059.61,1675.47
2068,1094.86,1675.47
2069,3888,673.92
2070,1266.97,1677.54
2071,3842.38,673.92
2072,1202.69,1687.91
2073,3765.66,1530.32
2074,3885.93,644.89
2075,690.509,1142.55
2076,673.92,1179.88
2077,1706.57,1173.66
2078,920.679,1689.98
2079,754.791,1142.55
2080,167.962,783.821
2081,723.687,951.783
2082,3937.77,611.712
2083,1451.52,1246.23
2084,4022.78,622.08
2085,785.895,1155
2086,1252.45,1739.75
2087,3759.44,1528.24
2088,3908.74,671.846
2089,3863.12,671.846
2090,1177.8,1677.54
2091,974.592,1710.72
2092,2446.85,2063.23
2093,3809.2,671.846
2094,3798.84,671.846
2095,3794.69,671.846
2096,406.426,1173.66
2097,1119.74,1737.68
2098,1115.6,1737.68
2099,3885.93,622.08
2100,3931.55,669.773
2101,773.453,1150.85
2102,3817.5,1482.62
2103,3736.63,1526.17
2104,3927.4,669.773
2105,3956.43,651.11
2106,3311.54,649.037
2107,1275.26,1716.94
2108,651.11,414.72
2109,937.267,1700.35
2110,3840.31,680.141
2111,3674.42,1486.77
2112,3819.57,682.214
2113,955.93,1706.57
2114,3798.84,684.288
2115,3989.61,620.006
2116,3776.03,686.362
2117,1345.77,1716.94
2118,4016.56,655.258
2119,1204.76,1704.5
2120,3950.21,667.699
2121,3885.93,667.699
2122,3881.78,667.699
2123,2438.55,2073.6
2124,1248.31,1735.6
2125,3257.63,690.509
2126,3261.77,690.509
2127,2492.47,1984.44
2128,2399.16,2065.31
2129,1926.37,1984.44
2130,1262.82,1700.35
2131,1306.37,1733.53
2132,2372.2,2237.41
2133,1285.63,1721.09
2134,1953.33,2081.89
2135,1656.81,1161.22
2136,1325.03,1731.46
2137,1210.98,1731.46
2138,3259.7,655.258
2139,4024.86,607.565
2140,1190.25,1731.46
2141,1128.04,1731.46
2142,1308.44,1721.09
2143,4008.27,617.933
2144,3798.84,653.184
2145,1217.2,1723.16
2146,503.885,1196.47
2147,1034.73,1725.24
2148,796.263,1140.48
2149,3975.09,628.301
2150,582.682,1188.17
2151,707.098,1175.73
2152,3823.72,628.301
2153,3842.38,628.301
2154,3888,628.301
2155,3724.19,1407.97
2156,3732.48,1403.83
2157,1911.86,2299.62
2158,2915.48,889.575
2159,3906.66,663.552
2160,3010.87,885.427
2161,2921.7,881.28
2162,3191.27,870.912
2163,3309.47,2023.83
2164,1146.7,1617.41
2165,4217.7,980.813
2166,1376.87,1629.85
2167,1237.94,725.76
2168,690.509,1107.3
2169,792.115,1148.77
2170,3796.76,632.448
2171,3858.97,632.448
2172,3873.49,2108.85
2173,3888,632.448
2174,1391.39,1631.92
2175,3912.88,615.859
2176,4006.2,632.448
2177,4010.34,632.448
2178,3740.77,1519.95
2179,4194.89,974.592
2180,4172.08,974.592
2181,3995.83,661.479
2182,3973.02,661.479
2183,1969.92,852.25
2184,3807.13,1482.62
2185,3717.97,1503.36
2186,3921.18,661.479
2187,593.05,1186.1
2188,404.352,1179.88
2189,3842.38,661.479
2190,2714.34,2021.76
2191,3790.54,661.479
2192,3784.32,661.479
2193,1320.88,1640.22
2194,3811.28,634.522
2195,1310.52,1694.13
2196,3840.31,634.522
2197,1101.08,1756.34
2198,4114.02,972.519
2199,3989.61,634.522
2200,1994.8,848.103
2201,1719.01,1231.72
2202,748.57,1161.22
2203,503.885,1121.82
2204,3417.29,746.496
2205,3597.7,445.824
2206,1741.82,474.854
2207,3852.75,657.331
2208,3220.3,984.96
2209,3715.89,1455.67
2210,3807.13,1542.76
2211,3983.39,634.522
2212,3736.63,1513.73
2213,1293.93,812.851
2214,1636.07,1082.42
2215,4360.78,576.461
2216,3684.79,1540.69
2217,889.575,1679.62
2218,1588.38,1316.74
2219,1947.11,2407.45
2220,879.207,810.778
2221,2496.61,1998.95
2222,1820.62,2326.58
2223,2969.4,1067.9
2224,2465.51,2260.22
2225,1235.87,843.955
2226,3004.65,1721.09
2227,771.379,773.453
2228,4406.4,1426.64
2229,2496.61,2005.17
2230,3825.79,1563.49
2231,1196.47,1685.84
2232,904.09,1677.54
2233,2915.48,899.943
2234,3703.45,1472.26
2235,2027.98,2214.61
2236,2670.8,1561.42
2237,3664.05,1432.86
2238,3742.85,1432.86
2239,1650.59,1132.19
2240,3008.79,1725.24
2241,109.901,1337.47
2242,713.318,955.93
2243,3776.03,1335.4
2244,2473.81,2061.16
2245,4105.73,1144.63
2246,3680.64,1530.32
2247,3892.15,617.933
2248,2444.77,2081.89
2249,947.635,926.899
2250,2411.6,2083.97
2251,3736.63,1439.08
2252,1967.85,829.44
2253,3655.76,700.877
2254,2048.72,2189.72
2255,3927.4,622.08
2256,3657.83,705.024
2257,2461.36,2251.93
2258,3958.5,669.773
2259,4095.36,1269.04
2260,719.539,958.003
2261,1210.98,1673.4
2262,1942.96,3087.59
2263,1965.77,2044.57
2264,4201.11,682.214
2265,3599.77,377.395
2266,924.826,829.44
2267,3873.49,655.258
2268,1132.19,1689.98
2269,1926.37,1976.14
2270,3771.88,692.583
2271,3968.87,665.626
2272,578.534,1138.41
2273,1992.73,827.367
2274,3921.18,640.742
2275,1884.9,3093.81
2276,205.286,984.96
2277,2610.66,1592.53
2278,2967.32,1719.01
2279,3871.41,630.375
2280,4433.36,539.136
2281,4024.86,1814.4
2282,491.443,1196.47
2283,1874.53,2052.86
2284,4031.08,1804.03
2285,1833.06,777.6
2286,1913.93,1986.51
2287,4311.02,582.682
2288,2625.18,1372.72
2289,3921.18,632.448
2290,2204.24,1708.65
2291,1171.58,1708.65
2292,3191.27,974.592
2293,939.341,852.25
2294,806.63,1155
2295,1528.24,1155
2296,1368.58,584.755
2297,918.605,1681.69
2298,2981.84,1739.75
2299,2461.36,2057.01
2300,3661.98,1517.88
2301,1372.72,1642.29
2302,3780.17,1505.43
2303,651.11,410.573
2304,3433.88,1088.64
2305,4163.79,1148.77
2306,2722.64,2034.2
2307,885.427,916.531
2308,918.605,829.44
2309,3730.41,352.512
2310,3605.99,265.421
2311,4207.33,688.435
2312,3630.87,302.746
2313,2421.97,1700.35
2314,1924.3,1928.45
2315,2876.08,1969.92
2316,1642.29,1099.01
2317,1132.19,1752.19
2318,3829.94,1621.56
2319,1119.74,862.618
2320,1557.27,1381.02
2321,4447.87,607.565
2322,3241.04,136.858
2323,1235.87,1725.24
2324,3469.13,787.968
2325,1055.46,663.552
2326,3664.05,1578.01
2327,1407.97,91.2384
2328,2421.97,2088.12
2329,4412.62,570.24
2330,564.019,1113.52
2331,3657.83,288.23
2332,1125.96,2096.41
2333,3427.66,1449.45
2334,1121.82,976.666
2335,4532.89,555.725
2336,3483.65,792.115
2337,4528.74,557.798
2338,408.085,1174.49
2339,3662.81,1515.39
2340,3311.95,649.452
2341,2413.67,2080.24
2342,3973.85,614.615
2343,4011.17,632.033
2344,3906.66,664.382
2345,1062.51,1667.17
2346,1552.71,1318.81
2347,3652.85,1433.27
2348,3797.18,669.358
2349,1970.75,851.006
2350,3839.48,634.522
2351,1144.63,1749.29
2352,3886.76,671.847
2353,3871.83,2107.61
2354,3784.74,676.823
2355,1241.67,1739.34
2356,1450.69,1246.65
2357,1214.3,1739.34
2358,1102.33,1754.27
2359,3904.18,656.917
2360,3854.41,676.823
2361,1993.14,848.517
2362,3720.04,1488.02
2363,3839.48,679.312
2364,502.641,1194.39
2365,1117.26,1736.85
2366,3864.36,671.847
2367,1306.37,1731.87
2368,1189.42,1731.87
2369,592.22,1139.65
2370,3976.34,659.405
2371,1127.21,1731.87
2372,3789.71,639.498
2373,3822.06,629.545
2374,3948.96,666.87
2375,505.129,1122.23
2376,405.596,1179.46
2377,3839.48,639.498
2378,358.318,1336.23
2379,1657.22,1162.05
2380,1283.97,1721.92
2381,1216.79,1721.92
2382,1274.02,1719.43
2383,189.112,948.05
2384,3259.7,689.265
2385,1346.18,1716.94
2386,3819.57,679.312
2387,3988.78,634.522
2388,350.853,1326.27
2389,3675.25,1488.02
2390,1112.28,1749.29
2391,2913.82,890.819
2392,3720.04,1502.95
2393,1206.84,1702.01
2394,2921.29,880.865
2395,1264.07,1699.52
2396,3817.08,1480.55
2397,4018.64,654.428
2398,4172.91,972.933
2399,1311.34,1692.06
2400,166.717,783.821
2401,1174.49,1677.13
2402,3416.46,744.008
2403,1925.96,1983.19
2404,4217.7,980.398
2405,3809.62,1480.55
2406,3929.06,669.358
2407,3311.95,681.8
2408,3886.76,622.08
2409,910.725,1699.52
2410,920.679,1689.57
2411,793.774,1149.6
2412,3809.62,634.522
2413,1201.86,1687.08
2414,1266.56,1677.13
2415,1094.86,1677.13
2416,3889.25,632.033
2417,3956.43,651.94
2418,1196.88,1662.2
2419,773.868,1152.09
2420,1249.14,1657.22
2421,3914.13,617.104
2422,1358.62,1652.24
2423,3779.76,1331.25
2424,1328.76,1649.76
2425,1224.25,1649.76
2426,1209.32,1731.87
2427,1318.81,1639.8
2428,4195.31,975.422
2429,4205.26,686.776
2430,3953.94,659.405
2431,3953.94,614.615
2432,4021.13,622.08
2433,3784.74,661.893
2434,3789.71,661.893
2435,2926.26,900.772
2436,3921.59,661.893
2437,3939.01,661.893
2438,3797.18,641.987
2439,786.309,1157.07
2440,3192.52,870.912
2441,1649.76,1129.7
2442,1368.58,584.755
2443,3869.34,629.545
2444,1587.55,1316.32
2445,3859.39,632.033
2446,4008.68,617.104
2447,3737.46,1525.34
2448,1132.19,1749.29
2449,2724.71,2015.54
2450,1642.29,1099.84
2451,925.655,831.099
2452,1251.63,1739.34
2453,714.148,955.515
2454,3827.04,1562.67
2455,1968.26,828.611
2456,1530.32,1154.58
2457,3717.55,1458.16
2458,1719.43,1231.72
2459,1326.27,1731.87
2460,3598.11,445.409
2461,955.515,1704.5
2462,1993.14,826.122
2463,4406.82,1428.3
2464,4180.38,1132.19
2465,1035.14,1724.41
2466,2966.08,1721.92
2467,2610.25,1592.53
2468,3754.88,1532.81
2469,975.422,1709.48
2470,109.486,1336.23
2471,3010.87,883.354
2472,1172,1706.99
2473,3190.03,972.933
2474,3722.53,1405.9
2475,1821.45,2326.58
2476,3988.78,619.592
2477,3732.48,1403.41
2478,938.097,851.006
2479,4105.73,1144.63
2480,3433.88,1087.4
2481,2493.3,1985.68
2482,3219.89,985.375
2483,1060.02,1674.64
2484,1226.74,1672.15
2485,1229.23,1654.73
2486,806.216,1154.58
2487,4095.78,1269.04
2488,2050.38,2189.72
2489,1886.15,3092.98
2490,2373.86,2237
2491,1134.67,1689.57
2492,3722.53,1460.64
2493,3759.85,1527.83
2494,2438.55,2072.77
2495,564.849,1112.28
2496,2473.39,2060.33
2497,231.414,1328.76
2498,2460.95,2055.35
2499,3747.41,1542.76
2500,3779.76,1527.83
2501,3700.13,1468.11
2502,1965.77,2045.4
2503,1552.71,1127.21
2504,649.452,418.038
2505,3983.8,634.522
2506,2712.27,2020.52
2507,1172,1746.8
2508,753.961,1142.14
2509,594.709,1186.93
2510,3729.99,353.342
2511,4202.77,681.8
2512,3764.83,1530.32
2513,1833.89,778.844
2514,1378.53,1647.27
2515,691.753,1142.14
2516,4115.68,972.933
2517,2669.97,1560.18
2518,1913.52,1985.68
2519,2204.65,1709.48
2520,3797.18,632.033
2521,3737.46,1438.25
2522,2495.79,2005.59
2523,903.26,1677.13
2524,674.335,1179.46
2525,2913.82,898.284
2526,2453.48,2070.28
2527,4026.1,1813.99
2528,2714.76,1876.19
2529,2976.03,1754.27
2530,3496.09,1443.23
2531,706.683,1174.49
2532,1706.99,1174.49
2533,3909.15,671.847
2534,3259.7,654.428
2535,3742.43,1517.88
2536,1211.81,1674.64
2537,773.868,771.379
2538,2525.65,2314.14
2539,2652.55,1639.8
2540,888.33,1677.13
2541,2468.41,2259.4
2542,1117.26,841.052
2543,2465.93,2251.93
2544,1174.49,1684.59
2545,1928.45,2087.7
2546,1169.51,853.494
2547,2625.18,1373.55
2548,3411.49,739.031
2549,4434.19,539.966
2550,2657.53,1627.36
2551,2426.11,2075.26
2552,3431.39,1448.2
2553,1943.38,1933.43
2554,2027.98,2214.61
2555,1376.04,1629.85
2556,1390.97,1629.85
2557,4023.61,607.15
2558,1410.88,89.5795
2559,3680.23,1527.83
2560,1308.86,1721.92
2561,345.877,1331.25
2562,1953.33,1930.94
2563,1928.45,1970.75
2564,649.452,410.573
2565,3600.6,378.225
2566,2446.02,2080.24
2567,1102.33,753.961
2568,1953.33,2080.24
2569,1933.43,1928.45
2570,2401.23,2067.79
2571,1236.7,726.59
2572,3411.49,753.961
2573,1234.21,1726.89
2574,1945.87,2408.69
2575,4031.08,1801.54
2576,930.632,1709.48
2577,1925.96,1928.45
2578,878.377,811.193
2579,1276.51,1729.38
2580,3809.62,669.358
2581,3441.35,1445.71
2582,938.097,1697.03
2583,734.055,1303.88
2584,4451.61,612.127
2585,490.199,1196.88
2586,4190.33,1886.15
2587,1940.89,3085.52
2588,883.354,915.702
