id,u,v
172,1862,1939
173,2807,1248
174,2769,1250
175,2671,1331
176,4002,1517
177,149,2009
178,2766,1251
179,2627,1330
180,379,362
181,2566,1363
182,2813,1252
183,456,384
184,401,384
185,440,383
186,2290,1306
187,454,381
188,438,361
189,402,381
190,1819,2244
191,847,914
192,728,1769
193,2412,1366
194,2560,1363
195,395,378
196,399,377
197,373,390
198,2113,1358
199,634,1157
200,393,377
201,448,360
202,2914,1055
203,2572,1366
204,3997,1506
205,2778,1199
206,2573,1385
207,2589,1385
208,2547,1369
209,1367,1316
210,417,360
211,2572,1373
212,380,333
213,1774,2233
214,175,1945
215,2275,1362
216,442,265
217,1829,2242
218,1412,1312
219,427,333
220,1786,2233
221,384,330
222,372,330
223,440,268
224,438,329
225,1415,1312
226,428,359
227,880,847
228,1796,2233
229,2536,1386
230,2538,1386
231,386,359
232,2626,1277
233,374,327
234,2620,1277
235,2591,1386
236,128,1963
237,1797,2242
238,372,272
239,439,334
240,2627,1358
241,1833,2233
242,441,334
243,630,1093
244,359,273
245,2563,1387
246,434,273
247,1843,2241
248,1843,2233
249,3076,1348
250,2565,1387
251,432,323
252,361,275
253,370,275
254,2782,1369
255,1865,2233
256,2568,1387
257,688,670
258,365,322
259,446,335
260,370,321
261,2731,1167
262,1868,2232
263,2953,1610
264,2557,1378
265,2565,1378
266,427,320
267,385,336
268,2527,1388
269,431,319
270,1848,2232
271,364,319
272,382,337
273,2813,1318
274,2914,1053
275,445,318
276,2630,1384
277,371,318
278,2579,1378
279,2581,1384
280,1860,2240
281,3289,1611
282,445,338
283,2511,1384
284,1780,2232
285,2506,1362
286,428,316
287,423,316
288,2897,1726
289,2933,1976
290,2548,1365
291,155,1976
292,2509,1391
293,406,1090
294,2930,1391
295,1853,2240
296,4094,1402
297,356,1133
298,390,355
299,426,283
300,442,283
301,2560,1370
302,381,340
303,2732,1372
304,372,315
305,601,1852
306,2535,1383
307,383,341
308,434,284
309,4144,1489
310,448,354
311,1787,2231
312,2507,1383
313,2888,1726
314,2933,1974
315,2487,1392
316,1860,2230
317,380,314
318,2244,2239
319,1799,2234
320,2677,1542
321,369,354
322,2474,1392
323,431,286
324,445,286
325,2242,2239
326,2539,1362
327,2485,1392
328,600,796
329,2567,1379
330,2681,1319
331,447,312
332,2683,1379
333,2767,1370
334,426,343
335,345,1130
336,2492,1392
337,1790,2239
338,370,312
339,2540,1380
340,372,289
341,1838,2234
342,2498,1392
343,410,289
344,1804,2230
345,376,311
346,363,290
347,1873,2229
348,449,344
349,2572,1359
350,1831,2226
351,2516,1382
352,2774,1362
353,1865,2238
354,1873,2234
355,1857,2238
356,385,352
357,2490,1381
358,1832,2238
359,2669,1265
360,2507,1381
361,2513,1382
362,434,345
363,445,291
364,361,292
365,2957,1614
366,434,309
367,2501,1382
368,2095,719
369,707,887
370,2815,1252
371,380,376
372,468,1135
373,1370,1316
374,2116,1358
375,435,279
376,2809,1364
377,727,1094
378,4009,1482
379,2640,1282
380,2792,1364
381,4049,1436
382,4059,1415
383,2798,1361
384,4091,1482
385,2107,2124
386,2764,1344
387,1256,2271
388,1777,1294
389,408,373
390,4013,1433
391,422,356
392,2633,1384
393,417,372
394,556,1173
395,415,278
396,421,1108
397,359,1136
398,419,1108
399,844,847
400,1553,972
401,4050,1497
402,425,336
403,4003,1510
404,2782,1361
405,368,278
406,390,329
407,4223,1384
408,2751,1778
409,3548,1810
410,2796,1255
411,447,328
412,2709,1346
413,4064,1515
414,1803,2258
415,441,328
416,3537,1103
417,2724,1375
418,4069,1500
419,3593,1597
420,2328,1033
421,408,349
422,2816,1371
423,425,349
424,2577,1386
425,390,1138
426,416,301
427,836,916
428,555,2429
429,4018,1495
430,2513,1361
431,635,1093
432,424,271
433,444,299
434,396,387
435,439,272
436,2720,1381
437,496,1856
438,2311,1318
439,392,358
440,394,303
441,383,324
442,436,348
443,403,386
444,2940,887
445,518,1855
446,1875,1926
447,1804,2237
448,413,304
449,2800,1368
450,2764,1256
451,447,304
452,405,295
453,1888,1989
454,401,305
455,438,305
456,2794,1346
457,3382,1215
458,2652,1275
459,1614,1959
460,418,386
461,1307,1472
462,434,365
463,1395,1461
464,1264,1461
465,2334,1269
466,687,664
467,4488,989
468,390,1126
469,1378,1320
470,3056,2063
471,2604,467
472,4027,1567
473,2620,1381
474,1305,542
475,4084,1567
476,444,351
477,2940,882
478,440,295
479,408,295
480,4078,1491
481,1402,1460
482,147,2078
483,3970,1502
484,145,2073
485,1927,1452
486,403,308
487,379,346
488,2645,1275
489,2768,1241
490,454,364
491,2480,1372
492,447,364
493,3335,1209
494,2509,1372
495,707,882
496,4242,1476
497,2237,1457
498,408,309
499,384,1243
500,374,292
501,2337,1349
502,2515,1372
503,2916,1703
504,397,345
505,393,352
506,2622,948
507,111,2118
508,427,310
509,2628,1335
510,2503,1392
511,2779,1362
512,2761,1246
513,2776,1174
514,2597,1382
515,2801,1246
516,654,1154
517,1883,2278
518,573,1144
519,1828,2226
520,499,1854
521,2760,1172
522,677,1204
523,2110,2123
524,2768,1172
525,3731,1142
526,2656,1379
527,434,313
528,3713,1161
529,424,287
530,2357,1400
531,2094,1001
532,4206,1411
533,435,342
534,2762,1252
535,2639,1276
536,369,285
537,2847,459
538,634,1161
539,2747,1284
540,2526,1383
541,407,384
542,438,383
543,1842,2285
544,2716,1378
545,2828,1358
546,2062,1009
547,421,382
548,2541,2186
549,2514,1391
550,396,381
551,4134,1523
552,4048,1505
553,437,378
554,1561,725
555,621,1193
556,1225,2290
557,3757,1185
558,4225,1407
559,2685,1538
560,430,339
561,423,280
562,2504,1373
563,4141,1496
564,451,338
565,1803,2290
566,1855,2233
567,406,347
568,3003,1963
569,4132,1531
570,545,1146
571,2763,1364
572,2878,1735
573,3684,1586
574,2726,1322
575,3584,1760
576,1696,2077
577,1247,2267
578,3304,1237
579,4120,1552
580,517,1852
581,440,355
582,1693,1450
583,486,1793
584,3116,1340
585,3331,1782
586,1265,1479
587,1401,1350
588,453,370
589,570,1188
590,3915,1506
591,186,1987
592,2807,1360
593,2860,1722
594,650,1175
595,419,350
596,496,1050
597,2535,1360
598,482,1835
599,3073,1326
600,4101,1563
601,2769,1216
602,1302,1475
603,2948,1675
604,4156,1502
605,395,1138
606,3611,1125
607,879,962
608,448,324
609,434,335
610,4051,1486
611,1779,2240
612,2721,1339
613,447,1118
614,497,1852
615,4147,1442
616,2319,1311
617,4083,1488
618,2641,1284
619,3268,1251
620,405,284
621,404,1087
622,2624,503
623,399,1268
624,2923,1390
625,1555,1262
626,404,355
627,4044,1743
628,511,1852
629,4143,1556
630,728,1099
631,2760,1174
632,397,355
633,424,267
634,2846,1761
635,2871,1732
636,376,321
637,607,1236
638,2233,1460
639,439,280
640,104,1950
641,116,2115
642,2902,1715
643,400,282
644,3412,1233
645,2649,1378
646,390,270
647,411,294
648,4146,1553
649,3263,1258
650,376,376
651,746,1768
652,154.8,1975.2
653,2535.6,1386
654,2205.6,2208
655,382.8,385.2
656,1867.2,1935.6
657,152.4,2013.6
658,2827.2,1357.2
659,4044,1742.4
660,3997.2,1506
661,2616,1269.6
662,136.8,2121.6
663,417.6,385.2
664,4094.4,1401.6
665,1306.8,1471.2
666,2888.4,1725.6
667,369.6,321.6
668,2271.6,1362
669,1764,2264.4
670,633.6,1156.8
671,2558.4,1352.4
672,2587.2,1352.4
673,4141.2,1495.2
674,2896.8,1725.6
675,394.8,370.8
676,2289.6,1305.6
677,1264.8,1461.6
678,2520,1389.6
679,3304.8,1237.2
680,1956,2108.4
681,2816.4,1370.4
682,4002,1516.8
683,676.8,1203.6
684,2262,1302
685,448.8,324
686,170.4,1941.6
687,4149.6,1506
688,4036.8,1555.2
689,369.6,274.8
690,420,1107.6
691,2670,1266
692,2604,466.8
693,687.6,669.6
694,3547.2,1809.6
695,4160.4,1358.4
696,384,369.6
697,370.8,369.6
698,1864.8,2265.6
699,2954.4,1669.2
700,2755.2,1371.6
701,135.6,1934.4
702,2956.8,1614
703,109.2,1921.2
704,2623.2,1360.8
705,159.6,1980
706,2566.8,1380
707,393.6,350.4
708,441.6,360
709,1879.2,1921.2
710,1837.2,2241.6
711,2792.4,1364.4
712,2775.6,1173.6
713,2833.2,1255.2
714,2620.8,1276.8
715,1834.8,2242.8
716,2630.4,1383.6
717,550.8,2432.4
718,363.6,278.4
719,3265.2,1212
720,2730,1372.8
721,4063.2,1515.6
722,2532,1381.2
723,3589.2,1255.2
724,373.2,388.8
725,2511.6,1371.6
726,440.4,364.8
727,424.8,348
728,2760,412.8
729,379.2,375.6
730,448.8,343.2
731,1887.6,1988.4
732,636,1868.4
733,1537.2,1398
734,2766,1250.4
735,2521.2,1381.2
736,2516.4,1381.2
737,442.8,295.2
738,4039.2,1550.4
739,2512.8,1381.2
740,4017.6,1495.2
741,1696.8,2076
742,3278.4,1257.6
743,2932.8,2079.6
744,2916,955.2
745,1842,2241.6
746,2682,1545.6
747,4136.4,1488
748,409.2,363.6
749,2560.8,1374
750,2833.2,1257.6
751,432,286.8
752,374.4,327.6
753,2544,1365.6
754,2883.6,954
755,373.2,291.6
756,3537.6,1100.4
757,2784,1256.4
758,2538,1359.6
759,2541.6,1359.6
760,391.2,362.4
761,404.4,1086
762,2815.2,1162.8
763,4242,1477.2
764,2571.6,1359.6
765,3907.2,1477.2
766,3592.8,1596
767,447.6,360
768,3730.8,1142.4
769,446.4,303.6
770,3566.4,1171.2
771,2107.2,2124
772,4155.6,1502.4
773,1452,718.8
774,446.4,310.8
775,846,913.2
776,2764.8,1255.2
777,375.6,386.4
778,384,349.2
779,2720.4,1380
780,2571.6,1369.2
781,1856.4,2230.8
782,1434,1447.2
783,1305.6,541.2
784,2488.8,1370.4
785,379.2,333.6
786,391.2,358.8
787,608.4,883.2
788,2540.4,1380
789,3537.6,1102.8
790,4018.8,1435.2
791,2804.4,1252.8
792,4249.2,1476
793,3969.6,1501.2
794,88.8,1909.2
795,450,337.2
796,570,1146
797,1872,2234.4
798,2938.8,2077.2
799,728.4,1768.8
800,1862.4,1939.2
801,140.4,1933.2
802,111.6,2116.8
803,2557.2,1378.8
804,446.4,338.4
805,442.8,350.4
806,381.6,339.6
807,3262.8,606
808,2812.8,1251.6
809,1858.8,2238
810,132,1966.8
811,436.8,279.6
812,134.4,1930.8
813,1866,2238
814,4017.6,1431.6
815,372,272.4
816,2577.6,1360.8
817,2788.8,1251.6
818,432,322.8
819,434.4,272.4
820,2497.2,1389.6
821,368.4,285.6
822,3610.8,1124.4
823,3196.8,1216.8
824,2481.6,1392
825,447.6,354
826,1394.4,1460.4
827,434.4,342
828,4066.8,1830
829,369.6,354
830,385.2,328.8
831,4011.6,1476
832,4059.6,1414.8
833,1302,1474.8
834,4068,1500
835,2492.4,1392
836,4050,1497.6
837,2683.2,1378.8
838,4050,1489.2
839,409.2,288
840,2534.4,1382.4
841,1400.4,1458
842,448.8,1126.8
843,441.6,265.2
844,2846.4,459.6
845,427.2,332.4
846,2571.6,1372.8
847,456,382.8
848,382.8,345.6
849,427.2,345.6
850,2503.2,1372.8
851,711.6,2360.4
852,2767.2,1362
853,4142.4,1489.2
854,1954.8,2112
855,2475.6,1381.2
856,2914.8,1052.4
857,1819.2,2270.4
858,3631.2,1550.4
859,435.6,349.2
860,393.6,378
861,2684.4,1344
862,2680.8,1342.8
863,148.8,2008.8
864,4051.2,1486.8
865,1434,720
866,2583.6,1356
867,4122,1407.6
868,1411.2,1311.6
869,1554,972
870,3757.2,1183.2
871,4009.2,1482
872,362.4,292.8
873,2731.2,1167.6
874,129.6,1999.2
875,385.2,358.8
876,4134,1522.8
877,3402,1620
878,3268.8,597.6
879,433.2,292.8
880,2794.8,1174.8
881,444,285.6
882,421.2,369.6
883,2964,1656
884,2930.4,1390.8
885,123.6,1994.4
886,426,319.2
887,4488,987.6
888,4132.8,1530
889,4112.4,1530
890,1761.6,2295.6
891,2562,1350
892,636,1099.2
893,2336.4,1348.8
894,3075.6,1347.6
895,1900.8,2259.6
896,402,306
897,2724,1375.2
898,2571.6,1365.6
899,2590.8,1345.2
900,4003.2,1510.8
901,2620.8,1344
902,2806.8,1246.8
903,2412,1365.6
904,1846.8,2238
905,3204,1266
906,2770.8,1364.4
907,2791.2,1246.8
908,366,321.6
909,1842,2252.4
910,391.2,355.2
911,3334.8,1209.6
912,2545.2,1369.2
913,2766,1242
914,1774.8,2250
915,445.2,291.6
916,438,272.4
917,2275.2,1362
918,3714,1160.4
919,422.4,372
920,1788,2247.6
921,1836,2233.2
922,4156.8,1490.4
923,1808.4,2245.2
924,1264.8,1478.4
925,1819.2,2244
926,2685.6,1375.2
927,2671.2,1332
928,3914.4,1506
929,2628,1335.6
930,402,308.4
931,1831.2,2242.8
932,3288,1610.4
933,1796.4,2242.8
934,2787.6,1202.4
935,2782.8,1244.4
936,686.4,663.6
937,145.2,2041.2
938,386.4,387.6
939,4026,1567.2
940,1852.8,2239.2
941,2242.8,2238
942,631.2,1873.2
943,2082,2103.6
944,2112,1357.2
945,2934,1974
946,2626.8,1329.6
947,4092,1501.2
948,2926.8,1974
949,1832.4,2238
950,1842,2284.8
951,1879.2,2236.8
952,2505.6,1362
953,843.6,848.4
954,2512.8,1362
955,3442.8,1632
956,439.2,368.4
957,2560.8,1362
958,2679.6,1326
959,384,336
960,3640.8,1570.8
961,447.6,318
962,1861.2,2234.4
963,445.2,318
964,2547.6,1364.4
965,4048.8,1435.2
966,103.2,1917.6
967,1798.8,2234.4
968,1843.2,2233.2
969,1773.6,2233.2
970,2563.2,1362
971,2565.6,1387.2
972,2809.2,1242
973,4047.6,1504.8
974,1846.8,2232
975,1779.6,2232
976,1860,2230.8
977,150,2046
978,2682,1320
979,2344.8,1320
980,1788,2230.8
981,406.8,1084.8
982,2776.8,1198.8
983,441.6,348
984,4090.8,1482
985,1872,2229.6
986,1803.6,2229.6
987,1744.8,2282.4
988,2095.2,718.8
989,1522.8,717.6
990,396,380.4
991,1438.8,1448.4
992,1812,2228.4
993,2812.8,1317.6
994,2499.6,1363.2
995,1852.8,2227.2
996,1820.4,2227.2
997,2893.2,1720.8
998,2574,1384.8
999,4038,1480.8
1000,2083.2,2100
1001,1336.8,1314
1002,3517.2,1312.8
1003,2785.2,1200
1004,2589.6,1384.8
1005,439.2,384
1006,601.2,1851.6
1007,370.8,314.4
1008,2568,1386
1009,1926,1452
1010,2474.4,1392
1011,376.8,381.6
1012,2916,1702.8
1013,184.8,1987.2
1014,4210.8,1392
1015,4030.8,1510.8
1016,408,373.2
1017,3304.8,1252.8
1018,405.6,382.8
1019,3996,1430.4
1020,1802.4,2258.4
1021,388.8,348
1022,3262.8,598.8
1023,2676,1380
1024,654,1154.4
1025,3056.4,2062.8
1026,555.6,2428.8
1027,2644.8,1275.6
1028,84,1909.2
1029,375.6,310.8
1030,1448.4,718.8
1031,2236.8,1456.8
1032,2625.6,1276.8
1033,4165.2,495.6
1034,496.8,1852.8
1035,436.8,378
1036,736.8,1770
1037,4148.4,1442.4
1038,4233.6,1381.2
1039,2540.4,2185.2
1040,381.6,355.2
1041,115.2,2115.6
1042,726,1093.2
1043,3309.6,998.4
1044,1874.4,1926
1045,367.2,278.4
1046,367.2,327.6
1047,384,352.8
1048,2684.4,1317.6
1049,2317.2,1311.6
1050,4144.8,1552.8
1051,1615.2,1958.4
1052,2580,1384.8
1053,2822.4,951.6
1054,391.2,346.8
1055,1831.2,2226
1056,4082.4,1488
1057,2311.2,1317.6
1058,2846.4,1760.4
1059,380.4,381.6
1060,2800.8,1245.6
1061,440.4,328.8
1062,4023.6,1425.6
1063,3584.4,1760.4
1064,2803.2,1240.8
1065,2326.8,1032
1066,1378.8,1320
1067,4040.4,1528.8
1068,84,1905.6
1069,4068,1833.6
1070,453.6,363.6
1071,438,328.8
1072,2256,1324.8
1073,405.6,284.4
1074,147.6,2109.6
1075,2509.2,1371.6
1076,390,328.8
1077,4045.2,1512
1078,127.2,1962
1079,442.8,384
1080,364.8,285.6
1081,439.2,354
1082,423.6,268.8
1083,727.2,1099.2
1084,4142.4,1552.8
1085,423.6,279.6
1086,399.6,282
1087,2622,948
1088,3267.6,1249.2
1089,2922,1389.6
1090,440.4,295.2
1091,879.6,847.2
1092,554.4,1143.6
1093,2752.8,1334.4
1094,1794,2244
1095,451.2,1125.6
1096,147.6,2078.4
1097,418.8,349.2
1098,421.2,366
1099,4058.4,1458
1100,422.4,356.4
1101,2356.8,2191.2
1102,2720.4,1338
1103,429.6,339.6
1104,2526,1383.6
1105,4032,1562.4
1106,4113.6,1510.8
1107,2509.2,1365.6
1108,4077.6,1490.4
1109,1561.2,724.8
1110,2958,1657.2
1111,396,354
1112,399.6,308.4
1113,94.8,1964.4
1114,1882.8,2277.6
1115,2752.8,1362
1116,4206,1411.2
1117,2094,1000.8
1118,2109.6,2122.8
1119,358.8,1135.2
1120,406.8,346.8
1121,2953.2,609.6
1122,2552.4,1360.8
1123,2608.8,948
1124,2206.8,1464
1125,2266.8,1334.4
1126,517.2,1854
1127,544.8,1146
1128,650.4,1166.4
1129,2335.2,1269.6
1130,2712,1347.6
1131,2515.2,1371.6
1132,400.8,298.8
1133,1803.6,2289.6
1134,118.8,2120.4
1135,390,1125.6
1136,1777.2,1294.8
1137,48,1260
1138,468,1135.2
1139,415.2,301.2
1140,4046.4,1448.4
1141,706.8,888
1142,1693.2,1450.8
1143,2624.4,502.8
1144,1801.2,2289.6
1145,3933.6,1510.8
1146,4122,1543.2
1147,396,294
1148,3495.6,2043.6
1149,2107.2,997.2
1150,4101.6,1562.4
1151,4083.6,1567.2
1152,3516,997.2
1153,1778.4,2240.4
1154,409.2,380.4
1155,3002.4,1963.2
1156,2596.8,1381.2
1157,1528.8,1407.6
1158,633.6,1161.6
1159,2116.8,1358.4
1160,877.2,961.2
1161,396,387.6
1162,2726.4,1304.4
1163,555.6,1172.4
1164,4225.2,1383.6
1165,394.8,302.4
1166,4042.8,1556.4
1167,2877.6,1734
1168,3684,1586.4
1169,4155.6,1500
1170,2692.8,1346.4
1171,412.8,385.2
1172,573.6,1143.6
1173,3644.4,1578
1174,586.8,1138.8
1175,620.4,1192.8
1176,595.2,1855.2
1177,370.8,346.8
1178,3722.4,1135.2
1179,2650.8,1274.4
1180,4000.8,2869.2
1181,3073.2,1326
1182,495.6,1050
1183,2638.8,1275.6
1184,2882.4,1659.6
1185,1803.6,2238
1186,4032,3310.8
1187,604.8,1238.4
1188,408,350.4
1189,2640,1282.8
1190,427.2,358.8
1191,1256.4,2271.6
1192,2859.6,1722
1193,3962.4,1471.2
1194,1366.8,1316.4
1195,3196.8,1218.24
1196,1830.24,2226.24
1197,1841.76,2283.84
1198,426.24,345.6
1199,446.4,352.8
1200,3630.24,1550.88
1201,3281.76,315.36
1202,2554.56,1365.12
1203,4017.6,1431.36
1204,2812.32,1317.6
1205,630.72,1873.44
1206,3996,1431.36
1207,3885.12,1468.8
1208,1880.64,1920.96
1209,4127.04,1542.24
1210,1861.92,1939.68
1211,384.48,358.56
1212,2586.24,1352.16
1213,439.2,354.24
1214,835.2,917.28
1215,370.08,288
1216,1264.32,1461.6
1217,1857.6,2265.12
1218,388.8,348.48
1219,2766.24,1249.92
1220,4059.36,1415.52
1221,447.84,324
1222,1745.28,2282.4
1223,2717.28,1572.48
1224,4020.48,1434.24
1225,2717.28,1575.36
1226,2558.88,1352.16
1227,3592.8,1595.52
1228,1818.72,2270.88
1229,2592,1344.96
1230,1393.92,1461.6
1231,1846.08,2232
1232,4223.52,1406.88
1233,731.52,1771.2
1234,154.08,2013.12
1235,1818.72,2273.76
1236,3288.96,306.72
1237,362.88,292.32
1238,440.64,367.2
1239,1787.04,2232
1240,446.4,316.8
1241,4207.68,1409.76
1242,2907.36,1054.08
1243,2095.2,720
1244,3536.64,1100.16
1245,2916,954.72
1246,3516.48,1311.84
1247,2342.88,1320.48
1248,377.28,375.84
1249,2108.16,1356.48
1250,1553.76,972
1251,1820.16,2227.68
1252,2255.04,1324.8
1253,4121.28,1406.88
1254,1853.28,2227.68
1255,4093.92,1401.12
1256,4210.56,1399.68
1257,141.12,1932.48
1258,452.16,362.88
1259,653.76,1154.88
1260,381.6,339.84
1261,2769.12,1244.16
1262,115.2,2116.8
1263,1811.52,2229.12
1264,1536.48,1398.24
1265,149.76,2046.24
1266,169.92,1941.12
1267,3264.48,1212.48
1268,1825.92,2272.32
1269,2887.2,1726.56
1270,110.88,2116.8
1271,2678.4,1326.24
1272,436.32,272.16
1273,2288.16,1306.08
1274,4135.68,1022.4
1275,2626.56,1327.68
1276,2289.6,1308.96
1277,2931.84,1391.04
1278,446.4,1123.2
1279,1411.2,1310.4
1280,845.28,912.96
1281,1438.56,1448.64
1282,1825.92,2269.44
1283,709.92,2360.16
1284,374.4,388.8
1285,2568.96,1386.72
1286,378.72,381.6
1287,4487.04,986.4
1288,2567.52,1383.84
1289,2953.44,609.12
1290,2525.76,1383.84
1291,2590.56,1385.28
1292,2597.76,1380.96
1293,1401.12,1458.72
1294,1856.16,2229.12
1295,1523.52,718.56
1296,1451.52,718.56
1297,437.76,277.92
1298,3731.04,1143.36
1299,2616.48,1271.52
1300,154.08,1974.24
1301,1764,2263.68
1302,449.28,336.96
1303,3611.52,1124.64
1304,1860.48,2229.12
1305,444.96,336.96
1306,1872,2229.12
1307,95.04,1965.6
1308,2535.84,1385.28
1309,2566.08,1379.52
1310,1802.88,2230.56
1311,1301.76,1474.56
1312,133.92,1929.6
1313,2266.56,1334.88
1314,1900.8,2259.36
1315,1802.88,2257.92
1316,1841.76,2252.16
1317,4011.84,1476
1318,4250.88,1476
1319,1264.32,1477.44
1320,633.6,1159.2
1321,2531.52,1380.96
1322,2628,1336.32
1323,3906.72,1477.44
1324,3287.52,1611.36
1325,1778.4,2232
1326,3204,1265.76
1327,2669.76,1265.76
1328,4242.24,1477.44
1329,2476.8,1380.96
1330,3713.76,1159.2
1331,4037.76,1480.32
1332,146.88,2008.8
1333,3278.88,1257.12
1334,2412,1362.24
1335,4010.4,1481.76
1336,2620.8,1343.52
1337,2679.84,1343.52
1338,4091.04,1483.2
1339,4052.16,1486.08
1340,1774.08,2249.28
1341,2832.48,1257.12
1342,3589.92,1255.68
1343,1788.48,2247.84
1344,2684.16,1378.08
1345,2783.52,1255.68
1346,443.52,285.12
1347,4135.68,1487.52
1348,2675.52,1378.08
1349,2795.04,1254.24
1350,4131.36,1517.76
1351,132.48,1967.04
1352,365.76,285.12
1353,1880.64,2246.4
1354,1774.08,2233.44
1355,4027.68,1488.96
1356,4144.32,1488.96
1357,2764.8,1254.24
1358,4078.08,1490.4
1359,4157.28,1490.4
1360,1808.64,2244.96
1361,1820.16,2243.52
1362,2964.96,1656
1363,3756.96,1182.24
1364,2897.28,1726.56
1365,2812.32,1251.36
1366,2789.28,1251.36
1367,4017.6,1494.72
1368,2914.56,1052.64
1369,4141.44,1496.16
1370,2570.4,1372.32
1371,2502.72,1372.32
1372,3267.36,1249.92
1373,4026.24,1565.28
1374,159.84,1980
1375,4050.72,1497.6
1376,4068,1500.48
1377,3381.12,1215.36
1378,3970.08,1501.92
1379,3566.88,1170.72
1380,4155.84,1501.92
1381,4047.84,1504.8
1382,3913.92,1506.24
1383,3996,1506.24
1384,2815.2,1163.52
1385,2571.84,1369.44
1386,3402.72,1620
1387,2783.52,1245.6
1388,2508.48,1365.12
1389,2544.48,1369.44
1390,4148.64,1506.24
1391,2892.96,1720.8
1392,1836,2233.44
1393,2805.12,1252.8
1394,3921.12,1510.56
1395,2607.84,947.52
1396,1797.12,2234.88
1397,4003.2,1510.56
1398,2954.88,1668.96
1399,109.44,1922.4
1400,144,2040.48
1401,1834.56,2242.08
1402,1860.48,2234.88
1403,4030.56,1510.56
1404,4066.56,1830.24
1405,4112.64,1510.56
1406,2547.36,1365.12
1407,2561.76,1350.72
1408,4046.4,1513.44
1409,2412,1365.12
1410,4049.28,1435.68
1411,443.52,292.32
1412,4062.24,1514.88
1413,4003.2,1517.76
1414,419.04,1107.36
1415,550.08,2433.6
1416,102.24,1918.08
1417,2553.12,1362.24
1418,2504.16,1362.24
1419,2786.4,1200.96
1420,442.08,347.04
1421,3584.16,1761.12
1422,1830.24,2242.08
1423,2272.32,1362.24
1424,1954.08,2111.04
1425,1434.24,720
1426,4134.24,1523.52
1427,1778.4,2236.32
1428,1877.76,2236.32
1429,3640.32,1571.04
1430,1833.12,2237.76
1431,2731.68,1166.4
1432,2577.6,1360.8
1433,2543.04,1360.8
1434,3304.8,1236.96
1435,2583.36,1356.48
1436,1797.12,2242.08
1437,4040.64,1527.84
1438,4091.04,1501.92
1439,2112.48,1357.92
1440,4111.2,1529.28
1441,4132.8,1529.28
1442,2926.08,1974.24
1443,390.24,358.56
1444,2934.72,1974.24
1445,4160.16,1357.92
1446,1843.2,2240.64
1447,136.8,2121.12
1448,2754.72,1370.88
1449,2243.52,2237.76
1450,417.6,349.92
1451,2538.72,1359.36
1452,1448.64,720
1453,1851.84,2239.2
1454,636.48,1867.68
1455,1762.56,2295.36
1456,129.6,1998.72
1457,372.96,290.88
1458,2763.36,1244.16
1459,2499.84,1363.68
1460,3889.44,1454.4
1461,2806.56,1247.04
1462,2950.56,954.72
