id,u,v
312,1350,337
313,4306,1771
314,2922,1005
315,4122,1779
316,4263,1798
317,4219,1724
318,4408,1049
319,4037,1318
320,4312,845
321,2109,1142
322,4291,1778
323,770,1363
324,3058,1851
325,3482,1973
326,2924,1085
327,1149,829
328,2372,1137
329,2535,1224
330,2596,1421
331,2452,1331
332,4347,1780
333,3639,1968
334,4016,1308
335,3585,1977
336,3384,1855
337,193,1666
338,3868,1319
339,3522,1985
340,2550,1203
341,4412,1699
342,3421,1955
343,4174,1334
344,2548,1277
345,3584,1961
346,3449,1969
347,4335,1772
348,2407,1140
349,4394,1785
350,743,74
351,4262,1777
352,3445,1894
353,2485,1327
354,3614,1985
355,2532,1251
356,1906,1555
357,4349,1794
358,2426,1130
359,3520,1877
360,3071,1760
361,3630,1985
362,209,1740
363,3693,1885
364,1766,1372
365,245,1630
366,3420,1986
367,3619,1056
368,2452,1329
369,2546,1208
370,3896,1305
371,220,1671
372,3376,1905
373,3540,1904
374,4186,1781
375,4426,1703
376,2545,1279
377,3430,1971
378,4354,1099
379,3685,1875
380,3371,1888
381,3645,1860
382,4126,1795
383,3101,1759
384,3482,1904
385,2494,1335
386,3857,1304
387,4126,1718
388,4184,1705
389,3272,1557
390,222,1673
391,2165,362
392,177,1718
393,4129,1795
394,3654,1865
395,4156,1197
396,3664,1865
397,3659,1966
398,3635,1866
399,4142,1795
400,3722,1861
401,3682,1893
402,2622,1209
403,3378,1439
404,3637,1903
405,3434,1867
406,3450,1867
407,4196,1781
408,3468,1867
409,3758,1905
410,3634,1881
411,3371,1868
412,4078,1388
413,953,1791
414,3056,1851
415,173,1759
416,4392,1115
417,4335,1780
418,187,1746
419,3427,1986
420,2588,1390
421,4234,1797
422,2771,1314
423,3659,1968
424,738,1293
425,353,1292
426,4411,1066
427,4364,1689
428,3577,1985
429,4285,1752
430,165,1730
431,3393,1845
432,179,1752
433,3083,1704
434,2758,1009
435,2729,856
436,4562,836
437,4227,1792
438,3542,1961
439,2749,857
440,1194,232
441,4244,1063
442,3273,952
443,4239,1682
444,4032,1387
445,4435,1698
446,2972,97
447,3779,1316
448,4224,1713
449,2870,994
450,3395,1916
451,3488,1903
452,2879,1079
453,2180,333
454,4113,1678
455,4257,1117
456,2972,99
457,3848,1325
458,3204,1771
459,3190,1851
460,2724,1258
461,4412,1693
462,4300,1051
463,3762,1504
464,4046,1953
465,4353,1097
466,3466,1859
467,2542,1273
468,3903,1466
469,3732,1868
470,4198,1695
471,4242,1797
472,3819,1505
473,4108,1078
474,2458,1336
475,724,62
476,2927,1082
477,3630,1952
478,3662,1903
479,2559,1303
480,3761,1520
481,456,1273
482,1350,702
483,4245,1798
484,3088,1209
485,2442,1335
486,2733,856
487,676,1337
488,686,1326
489,678,1337
490,4295,1721
491,237,1632
492,1058,142
493,2722,1013
494,3412,1844
495,4195,1796
496,3596,1165
497,1371,667
498,3491,2196
499,1827,364
500,3722,1905
501,3458,1985
502,4384,1069
503,3206,1837
504,3278,965
505,3203,1831
506,3290,829
507,2666,1236
508,3176,1822
509,3441,1866
510,3542,1857
511,4338,1773
512,2790,868
513,4154,1773
514,3612,1050
515,186,1757
516,4144,1030
517,2949,1035
518,2103,1131
519,3442,1857
520,4129,1766
521,538,1203
522,2579,1390
523,148,1477
524,4331,1780
525,4224,1101
526,2821,930
527,3505,1868
528,3176,1811
529,1351,2286
530,4366,1781
531,711,1309
532,4342,1753
533,3831,1311
534,4149,1639
535,2908,1067
536,2713,1335
537,4188,1087
538,3446,1885
539,2907,1063
540,715,1412
541,4030,909
542,409,1352
543,724,1301
544,3508,1957
545,2602,1281
546,3819,1302
547,4244,1709
548,4262,1115
549,247,1630
550,344,1287
551,2757,858
552,3782,1321
553,3425,606
554,4286,997
555,78,1715
556,2164,357
557,2869,992
558,3172,1811
559,2897,1070
560,3972,1336
561,346,1288
562,3785,1452
563,4144,1765
564,4174,1793
565,4139,1353
566,3418,2108
567,3654,1859
568,3273,959
569,4129,749
570,4321,1105
571,4392,1048
572,4196,1779
573,3669,1951
574,1342,335
575,479,1298
576,3963,1124
577,3500,2107
578,3383,1912
579,2643,1218
580,3435,1850
581,3738,1081
582,2531,367
583,4271,1694
584,90,1755
585,3320,594
586,2594,1219
587,188,1722
588,3509,1876
589,3172,1851
590,3506,1971
591,2664,1235
592,4474,824
593,3562,1985
594,544,1420
595,538,1124
596,4007,1745
597,3942,753
598,2920,1079
599,3473,548
600,4203,1796
601,3184,1205
602,2370,1143
603,3400,1911
604,3872,1329
605,3041,1769
606,3277,951
607,1762,1387
608,397,1270
609,3433,1908
610,3650,616
611,2760,859
612,1679,1519
613,4274,986
614,3798,1291
615,2777,334
616,4082,1151
617,2684,1361
618,3325,1584
619,2740,1013
620,1915,1564
621,4317,1052
622,199,1691
623,4094,1103
624,3892,1327
625,2511,1167
626,2921,1084
627,2292,783
628,3485,1876
629,4405,1708
630,3548,1869
631,2722,1412
632,3676,511
633,3765,1521
634,3744,567
635,2473,1208
636,4334,851
637,2151,332
638,4294,1799
639,4070,1385
640,791,1316
641,3931,1174
642,3425,1918
643,4229,1784
644,996,765
645,3532,1899
646,748,1313
647,3574,923
648,3210,1739
649,2690,981
650,4229,904
651,3782,1298
652,2719.2,1408.8
653,2108.4,1142.4
654,3409.2,1874.4
655,2464.8,1143.6
656,3172.8,1850.4
657,4112.4,1784.4
658,3384,1855.2
659,3685.2,1874.4
660,3541.2,1976.4
661,3584.4,1976.4
662,2164.8,361.2
663,4222.8,1783.2
664,3441.6,1857.6
665,2923.2,1084.8
666,3604.8,1976.4
667,3189.6,1850.4
668,3831.6,1303.2
669,3542.4,1857.6
670,2106,1141.2
671,3817.2,998.4
672,4081.2,1380
673,3506.4,1858.8
674,3690,1875.6
675,3434.4,1850.4
676,3918,1303.2
677,3534,1858.8
678,2757.6,1009.2
679,3654,1858.8
680,2680.8,1236
681,3482.4,1977.6
682,4234.8,1148.4
683,3856.8,1304.4
684,738,1249.2
685,3894,1305.6
686,3630,1984.8
687,4345.2,1780.8
688,4320,1780.8
689,1801.2,997.2
690,177.6,1736.4
691,3519.6,1876.8
692,4195.2,1780.8
693,3391.2,1860
694,4185.6,1780.8
695,3493.2,1878
696,3914.4,1305.6
697,4334.4,1779.6
698,2583.6,963.6
699,169.2,1736.4
700,3466.8,1860
701,3644.4,1860
702,172.8,1731.6
703,2526,1234.8
704,2164.8,357.6
705,2625.6,1232.4
706,2396.4,1136.4
707,711.6,1308
708,2371.2,1136.4
709,3722.4,1861.2
710,3506.4,1980
711,982.8,1086
712,3574.8,1982.4
713,3668.4,1983.6
714,3654,1862.4
715,3663.6,1862.4
716,4290,1778.4
717,2719.2,1011.6
718,3634.8,1880.4
719,4018.8,1308
720,4122,1778.4
721,3636,1983.6
722,3645.6,1881.6
723,1348.8,703.2
724,2206.8,1369.2
725,2421.6,1134
726,3032.4,1048.8
727,2439.6,354
728,3457.2,1983.6
729,2535.6,1224
730,3612,1051.2
731,4262.4,1777.2
732,3434.4,1864.8
733,3614.4,1983.6
734,3249.6,1693.2
735,3654,1864.8
736,3426,1986
737,2922,1004.4
738,3372,1867.2
739,3434.4,1867.2
740,4014,1310.4
741,3450,1867.2
742,3468,1867.2
743,3445.2,1884
744,3636,1867.2
745,3704.4,1884
746,2438.4,351.6
747,744,54
748,3244.8,1694.4
749,187.2,1754.4
750,3055.2,1696.8
751,736.8,1311.6
752,3687.6,1869.6
753,3472.8,1953.6
754,543.6,1420.8
755,3837.6,1304.4
756,2648.4,432
757,3400.8,1870.8
758,2716.8,1014
759,217.2,1668
760,3890.4,1327.2
761,3636,1873.2
762,4198.8,1692
763,3109.2,1074
764,3184.8,1732.8
765,4306.8,1774.8
766,4432.8,1688.4
767,1152,828
768,4312.8,1784.4
769,2701.2,888
770,4228.8,1774.8
771,3692.4,1885.2
772,3292.8,831.6
773,4356,1687.2
774,3831.6,1311.6
775,3274.8,960
776,3506.4,1984.8
777,3964.8,1126.8
778,2103.6,1131.6
779,4384.8,1068
780,1356,708
781,3896.4,1311.6
782,3818.4,1303.2
783,733.2,1346.4
784,3188.4,1698
785,3370.8,1887.6
786,3184.8,1203.6
787,4020,1311.6
788,3574.8,1953.6
789,1149.6,831.6
790,3726,1904.4
791,3201.6,1767.6
792,3472.8,1984.8
793,2896.8,1069.2
794,620.4,1456.8
795,90,1754.4
796,4188,1086
797,4106.4,1078.8
798,2491.2,1154.4
799,4407.6,1048.8
800,631.2,1456.8
801,4410,1065.6
802,3652.8,537.6
803,2472,1207.2
804,3111.6,1705.2
805,3096,1755.6
806,3873.6,1328.4
807,4336.8,1773.6
808,4334.4,1773.6
809,3906,1405.2
810,2686.8,1405.2
811,2550,1201.2
812,1908,1561.2
813,3682.8,1892.4
814,2719.2,1017.6
815,2520,1405.2
816,3780,1315.2
817,4153.2,1773.6
818,174,1694.4
819,715.2,1412.4
820,4105.2,1773.6
821,3445.2,1894.8
822,169.2,1764
823,1819.2,1896
824,4155.6,1197.6
825,703.2,66
826,172.8,1742.4
827,3546,1868.4
828,4394.4,1123.2
829,4562.4,835.2
830,3205.2,1734
831,3103.2,1072.8
832,4224,1712.4
833,4302,1752
834,3481.2,1903.2
835,728.4,67.2
836,3650.4,615.6
837,1912.8,1539.6
838,3531.6,1903.2
839,2890.8,1023.6
840,4029.6,1315.2
841,4087.2,897.6
842,4034.4,1315.2
843,207.6,1658.4
844,3540,1903.2
845,4147.2,1072.8
846,2694,982.8
847,198,1659.6
848,3637.2,1903.2
849,703.2,1316.4
850,4218,1682.4
851,4214.4,1688.4
852,3234,1768.8
853,3642,1903.2
854,4035.6,1317.6
855,189.6,1772.4
856,1149.6,829.2
857,4305.6,1771.2
858,2643.6,884.4
859,4118.4,1771.2
860,3662.4,1903.2
861,3879.6,1293.6
862,3709.2,1903.2
863,3375.6,1904.4
864,2368.8,1142.4
865,199.2,1692
866,3868.8,1318.8
867,4032,1318.8
868,195.6,1659.6
869,4243.2,1063.2
870,139.2,1689.6
871,3722.4,1904.4
872,538.8,1203.6
873,4196.4,1086
874,3184.8,1074
875,3420,1986
876,4404,1710
877,3036,1770
878,4138.8,1074
879,3758.4,1904.4
880,186,1714.8
881,4140,1321.2
882,4416,1119.6
883,3613.2,1059.6
884,3408,1906.8
885,2908.8,1063.2
886,3433.2,1906.8
887,4195.2,1796.4
888,3474,549.6
889,4227.6,1783.2
890,723.6,63.6
891,3950.4,952.8
892,3082.8,1704
893,192,1665.6
894,2552.4,937.2
895,2552.4,1195.2
896,3219.6,1694.4
897,4425.6,1702.8
898,634.8,1462.8
899,3399.6,1908
900,3829.2,1299.6
901,1510.8,838.8
902,3906,1327.2
903,4245.6,1066.8
904,3512.4,926.4
905,2558.4,955.2
906,1766.4,1371.6
907,3274.8,952.8
908,4006.8,1375.2
909,1194,231.6
910,3042,1767.6
911,237.6,1632
912,3811.2,1323.6
913,3420,1858.8
914,4390.8,1782
915,800.4,1324.8
916,2776.8,336
917,3394.8,1915.2
918,1348.8,336
919,666,1460.4
920,4101.6,1782
921,4128,1766.4
922,3864,1322.4
923,3290.4,828
924,2906.4,1063.2
925,4106.4,1768.8
926,3277.2,951.6
927,4309.2,750
928,2871.6,1028.4
929,4131.6,1075.2
930,2760,859.2
931,3848.4,1324.8
932,4359.6,1702.8
933,4238.4,1689.6
934,3969.6,1117.2
935,2947.2,1028.4
936,1342.8,334.8
937,4015.2,1184.4
938,4288.8,1780.8
939,4012.8,1183.2
940,3370.8,1878
941,1358.4,705.6
942,3109.2,1076.4
943,2772,337.2
944,4330.8,1779.6
945,3210,1738.8
946,344.4,1266
947,686.4,1326
948,208.8,1662
949,702,1326
950,211.2,1662
951,3775.2,1518
952,3085.2,1708.8
953,2523.6,1231.2
954,1150.8,840
955,3106.8,1707.6
956,3057.6,1834.8
957,2889.6,1030.8
958,3806.4,1326
959,3271.2,1556.4
960,3507.6,1968
961,2180.4,332.4
962,2762.4,928.8
963,4424.4,1689.6
964,986.4,1083.6
965,4143.6,1765.2
966,2911.2,1062
967,4144.8,1030.8
968,3206.4,1765.2
969,2426.4,1130.4
970,2485.2,1327.2
971,3984,686.4
972,3967.2,686.4
973,4334.4,849.6
974,4149.6,1639.2
975,164.4,1730.4
976,4197.6,1694.4
977,3366,883.2
978,3648,1873.2
979,4392,1114.8
980,998.4,2334
981,3950.4,939.6
982,4016.4,1312.8
983,2761.2,865.2
984,3955.2,1114.8
985,4126.8,1717.2
986,176.4,1718.4
987,2452.8,1329.6
988,2695.2,998.4
989,4300.8,1064.4
990,180,1712.4
991,205.2,1689.6
992,4434,1698
993,4315.2,1053.6
994,176.4,1762.8
995,1761.6,1384.8
996,4124.4,1077.6
997,3595.2,1165.2
998,3184.8,1032
999,4393.2,1784.4
1000,4140,1077.6
1001,3100.8,1759.2
1002,268.8,1179.6
1003,3070.8,1759.2
1004,3276,966
1005,1905.6,1554
1006,4098,1786.8
1007,4198.8,1786.8
1008,520.8,1300.8
1009,172.8,1759.2
1010,4149.6,1788
1011,3811.2,1299.6
1012,4112.4,1677.6
1013,4377.6,1788
1014,4182,1789.2
1015,2733.6,856.8
1016,2730,856.8
1017,207.6,1650
1018,3956.4,1112.4
1019,710.4,1441.2
1020,3200.4,1754.4
1021,3783.6,1298.4
1022,952.8,1791.6
1023,4226.4,1791.6
1024,4083.6,1694.4
1025,4270.8,1791.6
1026,4089.6,1792.8
1027,4173.6,1334.4
1028,2536.8,940.8
1029,4142.4,1792.8
1030,4174.8,1792.8
1031,4126.8,1794
1032,4116,1078.8
1033,4196.4,1794
1034,4348.8,1794
1035,2839.2,948
1036,3614.4,1951.2
1037,2457.6,1335.6
1038,2494.8,1335.6
1039,217.2,1701.6
1040,3662.4,1951.2
1041,2472,934.8
1042,4418.4,1695.6
1043,3668.4,1951.2
1044,4389.6,1795.2
1045,3169.2,1036.8
1046,178.8,1753.2
1047,4230,1796.4
1048,4344,1752
1049,188.4,1720.8
1050,4285.2,1752
1051,4233.6,1796.4
1052,3147.6,1752
1053,3507.6,1952.4
1054,3972,1335.6
1055,676.8,1336.8
1056,4132.8,1078.8
1057,3522,1952.4
1058,4225.2,1078.8
1059,3490.8,2196
1060,4243.2,1796.4
1061,4262.4,1796.4
1062,4281.6,1796.4
1063,4436.4,1690.8
1064,4374,1796.4
1065,3184.8,1700.4
1066,2553.6,1296
1067,3630,1952.4
1068,4280.4,1798.8
1069,4046.4,1952.4
1070,136.8,1692
1071,3206.4,1750.8
1072,2593.2,1416
1073,3451.2,1953.6
1074,3458.4,1953.6
1075,222,1672.8
1076,4294.8,1720.8
1077,3145.2,1749.6
1078,4290,1798.8
1079,1370.4,666
1080,4311.6,844.8
1081,2632.8,973.2
1082,4309.2,1800
1083,126,1749.6
1084,4323.6,1800
1085,3421.2,1954.8
1086,4124.4,1080
1087,736.8,1294.8
1088,3507.6,1957.2
1089,4032,908.4
1090,3577.2,1984.8
1091,3150,1747.2
1092,684,1387.2
1093,4342.8,1801.2
1094,426,1294.8
1095,3619.2,1056
1096,4366.8,1801.2
1097,2680.8,974.4
1098,2920.8,1081.2
1099,4386,1801.2
1100,2510.4,1167.6
1101,163.2,1747.2
1102,805.2,1293.6
1103,3482.4,1959.6
1104,4384.8,1803.6
1105,3584.4,1959.6
1106,2788.8,943.2
1107,4008,1744.8
1108,3174,1810.8
1109,830.4,1286.4
1110,709.2,1286.4
1111,4267.2,978
1112,2559.6,1284
1113,187.2,1744.8
1114,3762,1503.6
1115,2746.8,882
1116,408,1352.4
1117,4412.4,1698
1118,3604.8,1959.6
1119,4218,1723.2
1120,3175.2,1821.6
1121,192,1724.4
1122,4269.6,1694.4
1123,2545.2,1279.2
1124,3542.4,1960.8
1125,733.2,1279.2
1126,153.6,1476
1127,4288.8,981.6
1128,2547.6,1276.8
1129,1782,1501.2
1130,2542.8,1274.4
1131,3522,1984.8
1132,3482.4,1964.4
1133,4437.6,1272
1134,2736,879.6
1135,3163.2,1045.2
1136,228,1674
1137,4110,1270.8
1138,3658.8,1966.8
1139,1058.4,139.2
1140,3145.2,1694.4
1141,147.6,1477.2
1142,2926.8,1082.4
1143,3448.8,1968
1144,656.4,1384.8
1145,4226.4,1100.4
1146,207.6,1740
1147,3204,1831.2
1148,4353.6,1099.2
1149,612,1432.8
1150,412.8,1269.6
1151,3206.4,1837.2
1152,4430.4,1696.8
1153,3412.8,1839.6
1154,3654,570
1155,3207.6,1738.8
1156,2695.2,990
1157,4422,1696.8
1158,3392.4,1845.6
1159,3422.4,1845.6
1160,3998.4,637.2
1161,4189.2,1358.4
1162,2304,1096.8
1163,4226.4,1083.6
1164,4315.2,817.2
1165,2724,1258.8
1166,3639.6,1969.2
1167,3141.6,1696.8
1168,3561.6,1984.8
1169,244.8,1633.2
1170,3429.6,1971.6
1171,174,1729.2
1172,835.2,1256.4
1173,4180.8,1360.8
1174,201.6,1738.8
1175,2532,367.2
1176,770.4,1362
1177,2690.4,994.8
1178,1794,996
1179,1826.4,364.8
1180,2590.8,1442.4
1181,3481.2,1974
1182,3057.6,1850.4
1183,3178.8,1737.6
1184,86.4,1737.6
1185,668.4,1382.4
1186,4411.2,1693.2
1187,3378,1438.8
1188,4365.6,1780.8
1189,3942,753.6
1190,351.6,1291.2
1191,3424.8,1917.6
1192,3507.6,1970.4
1193,2589.6,1297.2
1194,3133.2,1850.4
1195,4360.32,1702.08
1196,2718.72,1016.64
1197,2560.32,1284.48
1198,3830.4,1298.88
1199,3201.12,1766.88
1200,3391.2,1859.04
1201,4127.04,1766.88
1202,2439.36,352.8
1203,3604.32,1975.68
1204,4098.24,1787.04
1205,3467.52,1859.04
1206,3506.4,1859.04
1207,3533.76,1859.04
1208,3371.04,1889.28
1209,2632.32,973.44
1210,4311.36,845.28
1211,2679.84,973.44
1212,208.8,1657.44
1213,3041.28,1768.32
1214,3585.6,1975.68
1215,1149.12,829.44
1216,3481.92,1974.24
1217,3204,1831.68
1218,2838.24,947.52
1219,3539.52,1902.24
1220,195.84,1658.88
1221,4101.12,1781.28
1222,3530.88,1902.24
1223,4150.08,1788.48
1224,4377.6,1788.48
1225,3611.52,1051.2
1226,4384.8,1788.48
1227,3481.92,1902.24
1228,3817.44,1303.2
1229,3833.28,1303.2
1230,185.76,1715.04
1231,3957.12,1113.12
1232,3644.64,1860.48
1233,4115.52,1078.56
1234,269.28,1179.36
1235,3081.6,1704.96
1236,4174.56,1334.88
1237,3057.12,1834.56
1238,3430.08,1971.36
1239,3640.32,1968.48
1240,3970.08,1117.44
1241,3506.4,1968.48
1242,3087.36,1707.84
1243,217.44,1667.52
1244,208.8,1661.76
1245,4118.4,1771.2
1246,3659.04,1965.6
1247,4304.16,1771.2
1248,1912.32,1539.36
1249,3811.68,1323.36
1250,2304,1100.16
1251,3576.96,1984.32
1252,3483.36,1962.72
1253,2691.36,996.48
1254,188.64,1772.64
1255,4140,1321.92
1256,4271.04,1791.36
1257,3604.32,1959.84
1258,3585.6,1959.84
1259,3951.36,940.32
1260,4089.6,1792.8
1261,4141.44,1792.8
1262,3542.4,1959.84
1263,4013.28,1183.68
1264,4174.56,1792.8
1265,709.92,1440
1266,152.64,1476
1267,3653.28,1861.92
1268,3169.44,1036.8
1269,4348.8,1792.8
1270,3663.36,1861.92
1271,2923.2,1084.32
1272,4105.44,1772.64
1273,3421.44,1955.52
1274,714.24,1412.64
1275,833.76,1257.12
1276,4226.4,1082.88
1277,2535.84,940.32
1278,4127.04,1794.24
1279,3722.4,1861.92
1280,3646.08,1882.08
1281,3683.52,1892.16
1282,169.92,1764
1283,4314.24,816.48
1284,3412.8,1840.32
1285,4194.72,1794.24
1286,2694.24,996.48
1287,4288.32,982.08
1288,4387.68,1794.24
1289,953.28,1795.68
1290,1152,840.96
1291,3409.92,1874.88
1292,1152,828
1293,2620.8,1209.6
1294,177.12,1716.48
1295,3913.92,1306.08
1296,4233.6,1795.68
1297,4335.84,1774.08
1298,3686.4,1873.44
1299,1056.96,139.68
1300,3636,1872
1301,4034.88,1687.68
1302,3274.56,964.8
1303,4109.76,1271.52
1304,2689.92,980.64
1305,4263.84,1797.12
1306,732.96,1278.72
1307,2747.52,882.72
1308,3457.44,1954.08
1309,4374.72,1797.12
1310,3248.64,1693.44
1311,2106.72,1141.92
1312,1510.56,839.52
1313,2730.24,856.8
1314,4224.96,1080
1315,2736,879.84
1316,3451.68,1954.08
1317,3106.08,1707.84
1318,4394.88,1123.2
1319,3687.84,1870.56
1320,3100.32,1758.24
1321,4044.96,1952.64
1322,1369.44,665.28
1323,4291.2,1798.56
1324,2545.92,1277.28
1325,4393.44,1784.16
1326,3630.24,1952.64
1327,676.8,1336.32
1328,4268.16,977.76
1329,3522.24,1952.64
1330,3647.52,1873.44
1331,3110.4,1704.96
1332,3595.68,1164.96
1333,3637.44,1902.24
1334,4426.56,1703.52
1335,3075.84,1753.92
1336,4322.88,1800
1337,3163.68,1046.88
1338,3641.76,1902.24
1339,4366.08,1800
1340,3450.24,1866.24
1341,633.6,1463.04
1342,3667.68,1951.2
1343,3661.92,1951.2
1344,3542.4,1857.6
1345,4132.8,1078.56
1346,2553.12,936
1347,1193.76,231.84
1348,4140,1352.16
1349,227.52,1673.28
1350,3422.88,1846.08
1351,3634.56,1880.64
1352,4124.16,1078.56
1353,2452.32,1329.12
1354,3375.36,1903.68
1355,2495.52,1334.88
1356,3708,1903.68
1357,3636,1867.68
1358,4343.04,1801.44
1359,3614.4,1951.2
1360,3434.4,1864.8
1361,3274.56,960.48
1362,4386.24,1801.44
1363,216,1702.08
1364,3440.16,1864.8
1365,3506.4,1867.68
1366,3723.84,1903.68
1367,2584.8,1463.04
1368,4307.04,1775.52
1369,3467.52,1866.24
1370,3756.96,1903.68
1371,2543.04,1274.4
1372,2593.44,1416.96
1373,1792.8,996.48
1374,1349.28,704.16
1375,2718.72,1012.32
1376,3434.4,1906.56
1377,188.64,1720.8
1378,2718.72,1409.76
1379,4032,1319.04
1380,3444.48,1884.96
1381,2471.04,934.56
1382,1801.44,997.92
1383,3869.28,1319.04
1384,4289.76,1778.4
1385,178.56,1722.24
1386,4036.32,1317.6
1387,4186.08,1779.84
1388,4217.76,1723.68
1389,3399.84,1908
1390,702.72,1326.24
1391,2923.2,1078.56
1392,4344.48,1779.84
1393,190.08,1725.12
1394,207.36,1650.24
1395,3408.48,1908
1396,4188.96,1359.36
1397,4320,1781.28
1398,4033.44,1316.16
1399,133.92,1726.56
1400,4181.76,1332
1401,1356.48,705.6
1402,3905.28,1405.44
1403,4030.56,1316.16
1404,4412.16,1697.76
1405,4223.52,1782.72
1406,4227.84,1782.72
1407,3055.68,1697.76
1408,4183.2,1360.8
1409,2772,336.96
1410,4430.88,1696.32
1411,1905.12,1553.76
1412,3382.56,1854.72
1413,3140.64,1696.32
1414,3705.12,1883.52
1415,4112.64,1784.16
1416,172.8,1729.44
1417,4419.36,1694.88
1418,737.28,1294.56
1419,4140,1077.12
1420,2687.04,1405.44
1421,4235.04,1149.12
1422,704.16,1316.16
1423,2520,1405.44
