id,u,v
275,2972,224
276,3254,211
277,3034,201
278,3165,298
279,3204,207
280,2723,1840
281,3399,180
282,3379,180
283,3025,173
284,3286,233
285,3211,74
286,3121,180
287,2939,192
288,3806,633
289,2938,375
290,3118,218
291,3333,160
292,3207,160
293,600,827
294,3133,179
295,2964,220
296,3456,89
297,3078,219
298,2738,1799
299,3242,207
300,3335,48
301,3395,298
302,3365,178
303,3265,178
304,416,647
305,1067,1270
306,1767,1522
307,2990,259
308,2969,235
309,3142,285
310,3418,223
311,1728,1521
312,3215,177
313,1684,1542
314,3220,206
315,3198,177
316,3022,177
317,2907,336
318,3002,127
319,3195,308
320,2921,336
321,2860,1747
322,3240,234
323,3323,90
324,3139,150
325,3326,295
326,3196,221
327,3403,234
328,2994,260
329,3659,695
330,3035,308
331,3219,159
332,1063,1266
333,3148,175
334,3403,285
335,2988,223
336,2903,222
337,2949,222
338,3269,74
339,3269,174
340,3263,174
341,3133,174
342,3337,222
343,3329,102
344,3315,102
345,3335,194
346,3369,194
347,2913,228
348,245,721
349,3364,206
350,3384,125
351,2971,373
352,2945,350
353,2993,114
354,3128,269
355,2529,1874
356,3014,197
357,3403,114
358,2940,207
359,3409,202
360,3302,101
361,3058,159
362,494,666
363,216,721
364,3051,281
365,3078,205
366,2939,1717
367,3180,93
368,3323,115
369,3270,155
370,339,708
371,3011,58
372,409,898
373,2901,152
374,3208,53
375,707,812
376,3322,53
377,2757,1820
378,3017,267
379,3440,53
380,616,1276
381,3023,204
382,3014,221
383,3339,140
384,3121,338
385,3009,204
386,3454,196
387,3382,195
388,3027,124
389,2926,176
390,2978,99
391,3061,116
392,3364,152
393,3495,116
394,3456,57
395,3249,154
396,3411,57
397,3203,154
398,3199,154
399,234,1721
400,3139,262
401,3394,33
402,3073,117
403,3134,239
404,3272,33
405,2983,1720
406,3137,94
407,2911,328
408,3051,154
409,3045,154
410,3023,118
411,3364,185
412,3690,1226
413,3165,118
414,3303,94
415,3386,119
416,3309,94
417,3073,348
418,2952,297
419,3344,121
420,3345,56
421,341,672
422,3217,196
423,3354,141
424,3414,51
425,3169,113
426,3235,206
427,3017,102
428,3145,280
429,3020,142
430,3014,107
431,3083,52
432,3177,250
433,3253,52
434,2997,106
435,3319,52
436,3024,281
437,3410,88
438,3048,352
439,3068,281
440,3308,100
441,3226,69
442,2942,204
443,3132,244
444,3283,116
445,2955,290
446,2912,145
447,3033,352
448,3267,219
449,640,820
450,1533,1314
451,3021,68
452,3031,145
453,3099,240
454,3273,81
455,2959,241
456,3065,344
457,396,683
458,495,671
459,2776,673
460,2989,126
461,3016,135
462,3462,82
463,3009,282
464,3277,55
465,3420,203
466,3037,196
467,2959,146
468,413,628
469,3085,84
470,3122,265
471,3224,73
472,1727,1524
473,3082,119
474,2918,340
475,563,893
476,3174,255
477,2991,264
478,3376,153
479,3273,56
480,2957,132
481,1742,2081
482,3437,56
483,3041,126
484,2483,2034
485,3027,153
486,3203,87
487,3337,196
488,2981,239
489,3415,122
490,3298,63
491,3318,57
492,3343,152
493,3115,262
494,3009,260
495,1138,1215
496,2939,152
497,1724,1531
498,2979,242
499,340,663
500,3056,149
501,3096,197
502,3318,92
503,2948,61
504,3144,149
505,3339,149
506,3256,207
507,3119,179
508,3305,233
509,3148,335
510,3322,217
511,3082,181
512,3056,191
513,3011,310
514,3395,216
515,3143,182
516,2941,300
517,3224,161
518,3252,215
519,3386,161
520,3476,183
521,3325,214
522,3289,236
523,3435,102
524,2967,112
525,3269,318
526,3351,49
527,2908,235
528,3253,35
529,3330,229
530,2958,364
531,3016,292
532,2891,244
533,2485,2028
534,3043,149
535,1721,1542
536,2992,69
537,3000,118
538,3422,115
539,2606,1818
540,2923,332
541,3037,122
542,2978,217
543,3004,268
544,2955,135
545,3389,121
546,3202,221
547,3340,110
548,2925,344
549,608,787
550,3340,147
551,3211,184
552,3261,189
553,3021,104
554,3094,189
555,3246,237
556,3354,147
557,3020,276
558,3003,52
559,2956,165
560,3287,83
561,3257,48
562,234,1724
563,3159,168
564,3401,262
565,3120,97
566,3129,80
567,3118,73
568,3303,277
569,3229,190
570,3079,85
571,3006,266
572,3282,93
573,3260,260
574,3075,247
575,3179,164
576,3410,236
577,3051,160
578,3232,163
579,1620,1099
580,3016,338
581,3111,346
582,3401,175
583,2802,608
584,2671,1798
585,3033,316
586,2987,284
587,2997,215
588,3014,233
589,2956,191
590,3154,90
591,3216,241
592,2924,183
593,3657,697
594,3256,55
595,3265,165
596,2961,83
597,3177,155
598,2968,81
599,3426,205
600,3437,62
601,3145,318
602,3300,296
603,3129,223
604,1162,1191
605,1575,2148
606,3139,256
607,3196,79
608,1137,1260
609,410,159
610,3046,344
611,2957,60
612,3467,190
613,3415,227
614,3069,162
615,503,1394
616,3090,271
617,2702,1815
618,2900,389
619,3190,337
620,3312,309
621,3019,118
622,1067,494
623,3483,38
624,2956,274
625,3082,367
626,3264,209
627,3095,238
628,3078,169
629,1605,1998
630,2995,366
631,1072,1237
632,1059,1180
633,1670,1547
634,3202,141
635,3076,251
636,1190,1975
637,3389,714
638,3069,344
639,3120,243
640,2984,213
641,3059,122
642,3226,75
643,3159,108
644,3417,119
645,529,970
646,517,1014
647,3234,168
648,3343,196
649,2528,2115
650,2671,1818
651,1783,1507
652,3198,176.4
653,3168,114
654,3276,55.2
655,3272.4,55.2
656,3388.8,120
657,2568,1890
658,3250.8,37.2
659,3691.2,1225.2
660,3112.8,235.2
661,3452.4,92.4
662,3369.6,193.2
663,3200.4,254.4
664,3339.6,140.4
665,1683.6,1542
666,3127.2,268.8
667,2994,284.4
668,3375.6,152.4
669,3145.2,277.2
670,3070.8,193.2
671,3253.2,52.8
672,3048,351.6
673,3321.6,52.8
674,3403.2,114
675,418.8,676.8
676,404.4,688.8
677,3381.6,194.4
678,3421.2,114
679,3440.4,52.8
680,3403.2,118.8
681,3386.4,118.8
682,3412.8,38.4
683,3216,177.6
684,3300,87.6
685,3274.8,141.6
686,3002.4,115.2
687,2983.2,81.6
688,2484,2034
689,1722,1542
690,3336,217.2
691,3028.8,148.8
692,3217.2,195.6
693,3038.4,156
694,3250.8,195.6
695,3204,66
696,3008.4,259.2
697,3212.4,181.2
698,3178.8,163.2
699,3086.4,186
700,3296.4,91.2
701,3338.4,147.6
702,3176.4,249.6
703,2953.2,225.6
704,3339.6,39.6
705,3055.2,190.8
706,3300,296.4
707,3285.6,84
708,3070.8,282
709,1732.8,1513.2
710,3211.2,78
711,3164.4,117.6
712,2980.8,237.6
713,2960.4,210
714,1724.4,1531.2
715,3052.8,1706.4
716,3211.2,73.2
717,3055.2,163.2
718,3224.4,162
719,3337.2,76.8
720,1693.2,1546.8
721,3200.4,72
722,2964,216
723,3369.6,144
724,2967.6,236.4
725,3339.6,189.6
726,2973.6,213.6
727,3026.4,129.6
728,3289.2,258
729,2820,1767.6
730,2618.4,1903.2
731,2994,260.4
732,3139.2,258
733,2820,1796.4
734,2962.8,258
735,3336,140.4
736,3417.6,224.4
737,318,1341.6
738,3303.6,294
739,3264,140.4
740,492,666
741,2815.2,1802.4
742,3067.2,165.6
743,3034.8,308.4
744,3272.4,79.2
745,2920.8,336
746,3206.4,247.2
747,3082.8,117.6
748,3190.8,247.2
749,3194.4,79.2
750,3322.8,217.2
751,2648.4,1806
752,3292.8,138
753,3018,228
754,3207.6,188.4
755,606,888
756,3074.4,138
757,2966.4,138
758,2998.8,289.2
759,3319.2,136.8
760,3262.8,68.4
761,3013.2,198
762,3228,68.4
763,3114,261.6
764,3388.8,163.2
765,3289.2,80.4
766,3355.2,211.2
767,3223.2,187.2
768,3280.8,92.4
769,3052.8,166.8
770,3138,166.8
771,2952,139.2
772,3237.6,211.2
773,3189.6,166.8
774,416.4,667.2
775,3333.6,80.4
776,2977.2,135.6
777,4329.6,1357.2
778,3280.8,67.2
779,3326.4,229.2
780,3360,139.2
781,1728,1522.8
782,3330,229.2
783,3330,134.4
784,3206.4,85.2
785,3057.6,158.4
786,2978.4,218.4
787,2702.4,1846.8
788,3350.4,216
789,3073.2,117.6
790,3207.6,160.8
791,3208.8,52.8
792,2604,1818
793,3074.4,199.2
794,3075.6,273.6
795,3253.2,64.8
796,2956.8,230.4
797,3012,230.4
798,2956.8,133.2
799,3658.8,694.8
800,3360,157.2
801,4348.8,1374
802,3330,102
803,3060,194.4
804,3363.6,152.4
805,2998.8,210
806,2764.8,1819.2
807,3022.8,117.6
808,3134.4,252
809,3313.2,132
810,2934,346.8
811,3453.6,195.6
812,2697.6,1820.4
813,3205.2,103.2
814,3297.6,63.6
815,2938.8,1717.2
816,2757.6,1820.4
817,3175.2,255.6
818,3314.4,103.2
819,3302.4,304.8
820,3096,214.8
821,2600.4,1824
822,2985.6,279.6
823,3202.8,219.6
824,3069.6,162
825,3252,214.8
826,3374.4,130.8
827,2937.6,1754.4
828,3085.2,1664.4
829,3412.8,106.8
830,3262.8,242.4
831,2854.8,1754.4
832,3282,61.2
833,2980.8,129.6
834,2997.6,105.6
835,415.2,648
836,3190.8,252
837,3274.8,147.6
838,2952,324
839,3344.4,147.6
840,3031.2,145.2
841,3008.4,286.8
842,2948.4,220.8
843,2941.2,148.8
844,2908.8,332.4
845,3326.4,105.6
846,3270,154.8
847,3409.2,105.6
848,3194.4,171.6
849,3380.4,207.6
850,3241.2,207.6
851,3334.8,48
852,2964,220.8
853,3351.6,48
854,2983.2,1719.6
855,2938.8,207.6
856,2996.4,256.8
857,705.6,805.2
858,2944.8,349.2
859,3310.8,106.8
860,3195.6,240
861,3286.8,232.8
862,3040.8,126
863,3073.2,349.2
864,2524.8,1848
865,3268.8,172.8
866,2912.4,325.2
867,3411.6,232.8
868,3169.2,300
869,3004.8,266.4
870,3226.8,183.6
871,3384,124.8
872,3364.8,206.4
873,2986.8,283.2
874,3081.6,181.2
875,3026.4,124.8
876,3343.2,122.4
877,3300,109.2
878,3248.4,153.6
879,2971.2,253.2
880,3336,220.8
881,3325.2,214.8
882,3202.8,153.6
883,3318,57.6
884,706.8,810
885,3241.2,50.4
886,3166.8,303.6
887,2952,297.6
888,3117.6,73.2
889,3087.6,110.4
890,3283.2,88.8
891,3325.2,110.4
892,2666.4,1886.4
893,3182.4,88.8
894,3408,202.8
895,2960.4,303.6
896,3104.4,247.2
897,3004.8,111.6
898,639.6,820.8
899,3195.6,222
900,2991.6,69.6
901,3436.8,56.4
902,3415.2,121.2
903,3133.2,175.2
904,2992.8,112.8
905,2924.4,151.2
906,2859.6,1747.2
907,3262.8,175.2
908,340.8,672
909,3178.8,151.2
910,3073.2,112.8
911,3162,121.2
912,3008.4,204
913,2775.6,673.2
914,1575.6,2146.8
915,427.2,681.6
916,3091.2,204
917,2906.4,336
918,3258,235.2
919,3336,104.4
920,3148.8,174
921,3187.2,279.6
922,3272.4,46.8
923,3240,234
924,2961.6,271.2
925,3339.6,109.2
926,562.8,892.8
927,3266.4,219.6
928,2570.4,1857.6
929,3289.2,236.4
930,3013.2,232.8
931,1322.4,726
932,3302.4,102
933,3256.8,230.4
934,3258,147.6
935,3122.4,264
936,3120,69.6
937,3121.2,338.4
938,2737.2,1800
939,2961.6,64.8
940,2695.2,1819.2
941,340.8,663.6
942,3436.8,38.4
943,337.2,670.8
944,2989.2,124.8
945,1340.4,906
946,3417.6,37.2
947,3192,276
948,1545.6,1984.8
949,3334.8,54
950,1533.6,1314
951,706.8,812.4
952,3088.8,52.8
953,2485.2,2026.8
954,2919.6,309.6
955,3349.2,127.2
956,1669.2,1548
957,3472.8,182.4
958,3403.2,284.4
959,3344.4,151.2
960,3260.4,189.6
961,3268.8,73.2
962,666,1072.8
963,3033.6,40.8
964,2529.6,1903.2
965,3399.6,196.8
966,2938.8,1752
967,3416.4,86.4
968,352.8,704.4
969,3020.4,140.4
970,3096,40.8
971,2965.2,296.4
972,412.8,628.8
973,393.6,656.4
974,2955.6,165.6
975,3176.4,138
976,3074.4,164.4
977,3309.6,92.4
978,3128.4,222
979,2529.6,1873.2
980,3019.2,145.2
981,3266.4,43.2
982,2899.2,229.2
983,3308.4,99.6
984,2991.6,265.2
985,2924.4,344.4
986,3052.8,145.2
987,3244.8,158.4
988,1680,1552.8
989,3010.8,129.6
990,3012,292.8
991,3170.4,326.4
992,3409.2,88.8
993,1766.4,1521.6
994,3219.6,236.4
995,3270,224.4
996,2671.2,1816.8
997,3379.2,180
998,2900.4,156
999,502.8,1394.4
1000,3051.6,153.6
1001,3140.4,37.2
1002,3212.4,49.2
1003,3403.2,289.2
1004,2901.6,301.2
1005,3189.6,336
1006,3483.6,37.2
1007,3037.2,194.4
1008,2947.2,374.4
1009,3322.8,248.4
1010,2923.2,192
1011,3003.6,52.8
1012,2802,608.4
1013,1724.4,1537.2
1014,3216,169.2
1015,1543.2,1981.2
1016,3124.8,99.6
1017,3326.4,295.2
1018,3205.2,225.6
1019,3364.8,177.6
1020,3331.2,301.2
1021,3136.8,92.4
1022,3009.6,224.4
1023,1006.8,511.2
1024,3027.6,48
1025,3334.8,193.2
1026,2954.4,354
1027,3186,328.8
1028,615.6,1275.6
1029,3344.4,192
1030,1066.8,1269.6
1031,2972.4,52.8
1032,3235.2,212.4
1033,2930.4,344.4
1034,3426,205.2
1035,3139.2,289.2
1036,3396,214.8
1037,3045.6,327.6
1038,3061.2,274.8
1039,2971.2,372
1040,608.4,787.2
1041,494.4,670.8
1042,2943.6,56.4
1043,3080.4,228
1044,244.8,721.2
1045,2958,364.8
1046,3127.2,332.4
1047,3196.8,138
1048,3138,150
1049,409.2,898.8
1050,3148.8,86.4
1051,3318,222
1052,3253.2,316.8
1053,414,638.4
1054,3133.2,180
1055,3019.2,110.4
1056,3080.4,214.8
1057,3151.2,330
1058,3398.4,165.6
1059,3111.6,90
1060,3019.2,43.2
1061,3403.2,234
1062,3170.4,285.6
1063,392.4,645.6
1064,3015.6,271.2
1065,3068.4,343.2
1066,3193.2,313.2
1067,2722.8,1839.6
1068,2527.2,2115.6
1069,3079.2,1269.6
1070,3175.2,331.2
1071,2742,1792.8
1072,528,969.6
1073,3480,91.2
1074,2940,300
1075,3421.2,201.6
1076,3082.8,80.4
1077,3078,219.6
1078,3110.4,346.8
1079,471.6,669.6
1080,1752,1525.2
1081,2955.6,210
1082,3109.2,208.8
1083,3400.8,261.6
1084,3219.6,63.6
1085,3106.8,46.8
1086,3264,208.8
1087,3102,55.2
1088,3246,237.6
1089,3386.4,126
1090,3078,169.2
1091,3165.6,297.6
1092,1416,1117.2
1093,2961.6,162
1094,3253.2,321.6
1095,3070.8,187.2
1096,399.6,630
1097,3276,229.2
1098,3316.8,312
1099,3330,247.2
1100,1136.4,1260
1101,3436.8,61.2
1102,4068,470.4
1103,3477.6,39.6
1104,2971.2,116.4
1105,2812.8,1773.6
1106,2702.4,1813.2
1107,2905.2,306
1108,2937.6,306
1109,1741.2,2080.8
1110,3266.4,241.2
1111,3158.4,168
1112,2947.2,345.6
1113,2985.6,218.4
1114,3130.8,231.6
1115,3018,48
1116,3265.2,290.4
1117,3332.4,159.6
1118,3260.4,259.2
1119,3454.8,102
1120,2790,1770
1121,3274.8,90
1122,2958,146.4
1123,2893.2,252
1124,3050.4,168
1125,3285.6,261.6
1126,3232.8,232.8
1127,3435.6,100.8
1128,3405.6,258
1129,2955.6,190.8
1130,2624.4,1833.6
1131,3302.4,93.6
1132,3000,118.8
1133,3162,126
1134,3321.6,296.4
1135,2936.4,211.2
1136,3033.6,201.6
1137,1819.2,1510.8
1138,3072,216
1139,2952,302.4
1140,2907.6,234
1141,3026.4,153.6
1142,3416.4,58.8
1143,1696.8,1537.2
1144,3255.6,62.4
1145,2926.8,158.4
1146,1707.6,1875.6
1147,3082.8,208.8
1148,3120,178.8
1149,2974.8,259.2
1150,3175.2,154.8
1151,338.4,708
1152,2905.2,312
1153,3451.2,709.2
1154,1794,1510.8
1155,3051.6,1677.6
1156,3031.2,355.2
1157,3025.2,171.6
1158,3258,309.6
1159,3456,56.4
1160,2953.2,38.4
1161,3133.2,74.4
1162,3336,196.8
1163,3006,363.6
1164,3448.8,200.4
1165,1064.4,1266
1166,1789.2,1519.2
1167,3020.4,362.4
1168,3324,88.8
1169,2998.8,243.6
1170,3254.4,213.6
1171,1702.8,1528.8
1172,3138,51.6
1173,3091.2,45.6
1174,3126,241.2
1175,327.6,668.4
1176,328.8,685.2
1177,3036,291.6
1178,3066,302.4
1179,3258,69.6
1180,3237.6,63.6
1181,2414.4,699.6
1182,3019.2,277.2
1183,3015.6,87.6
1184,1803.6,1514.4
1185,1875.6,1490.4
1186,2899.2,72
1187,1100.4,1239.6
1188,2934,370.8
1189,3259.2,169.2
1190,1677.6,1552.8
1191,3475.2,115.2
1192,3043.2,147.6
1193,1749.6,1526.4
1194,3024,99.6
1195,3414.24,120.96
1196,3324.96,216
1197,1668.96,1548
1198,3273.12,79.2
1199,3202.56,154.08
1200,3074.4,138.24
1201,3206.88,190.08
1202,3195.36,79.2
1203,607.68,787.68
1204,3176.64,138.24
1205,3081.6,116.64
1206,3247.2,154.08
1207,3147.84,172.8
1208,3235.68,44.64
1209,3143.52,80.64
1210,3438.72,252
1211,3274.56,116.64
1212,620.64,813.6
1213,3690.72,1225.44
1214,3288.96,80.64
1215,419.04,676.8
1216,427.68,681.12
1217,3021.12,139.68
1218,3022.56,118.08
1219,1136.16,1260
1220,3300.48,279.36
1221,1533.6,1313.28
1222,606.24,887.04
1223,3133.44,250.56
1224,1693.44,1546.56
1225,3350.88,217.44
1226,3240,233.28
1227,3149.28,254.88
1228,3136.32,97.92
1229,3402.72,288
1230,3163.68,118.08
1231,3012.48,233.28
1232,214.56,721.44
1233,1728,1523.52
1234,2648.16,1805.76
1235,3683.52,1225.44
1236,3342.24,171.36
1237,3268.8,171.36
1238,3339.36,188.64
1239,3178.08,249.12
1240,2983.68,1720.8
1241,3240,207.36
1242,3083.04,249.12
1243,3000.96,249.12
1244,2977.92,218.88
1245,2986.56,218.88
1246,2800.8,609.12
1247,3443.04,247.68
1248,3425.76,236.16
1249,3166.56,296.64
1250,3388.32,119.52
1251,3055.68,188.64
1252,3350.88,47.52
1253,3283.2,247.68
1254,2952,324
1255,3191.04,247.68
1256,3067.2,342.72
1257,3826.08,702.72
1258,2815.2,1802.88
1259,3379.68,207.36
1260,3036.96,120.96
1261,1884.96,1494.72
1262,2485.44,2026.08
1263,3075.84,174.24
1264,1738.08,1504.8
1265,3336.48,76.32
1266,413.28,629.28
1267,3300.48,102.24
1268,3175.2,256.32
1269,3202.56,218.88
1270,3264.48,141.12
1271,3255.84,48.96
1272,2736,1800
1273,385.92,862.56
1274,3335.04,48.96
1275,3265.92,218.88
1276,3443.04,48.96
1277,2651.04,1800
1278,1723.68,1545.12
1279,1751.04,3180.96
1280,3084.48,82.08
1281,648,737.28
1282,2963.52,216
1283,3335.04,141.12
1284,404.64,688.32
1285,2671.2,1798.56
1286,1751.04,1526.4
1287,3022.56,175.68
1288,352.8,704.16
1289,3224.16,74.88
1290,2774.88,672.48
1291,393.12,656.64
1292,2820.96,1795.68
1293,3327.84,105.12
1294,1728,1527.84
1295,3074.4,198.72
1296,341.28,672.48
1297,3132,74.88
1298,3395.52,141.12
1299,3330.72,133.92
1300,2855.52,1755.36
1301,3072.96,348.48
1302,2969.28,95.04
1303,2963.52,257.76
1304,3224.16,187.2
1305,1415.52,1117.44
1306,3133.44,175.68
1307,2990.88,257.76
1308,3077.28,169.92
1309,3127.68,267.84
1310,3085.92,1664.64
1311,2957.76,230.4
1312,1683.36,1542.24
1313,2939.04,1716.48
1314,3320.64,51.84
1315,3310.56,83.52
1316,3139.2,257.76
1317,352.8,650.88
1318,3445.92,243.36
1319,1735.2,1509.12
1320,3034.08,308.16
1321,665.28,1072.8
1322,2741.76,1792.8
1323,3201.12,73.44
1324,2619.36,1903.68
1325,3287.52,257.76
1326,586.08,819.36
1327,1679.04,1552.32
1328,2963.52,243.36
1329,3336.48,220.32
1330,3169.44,299.52
1331,3301.92,93.6
1332,3087.36,53.28
1333,3280.32,93.6
1334,2530.08,1903.68
1335,3343.68,122.4
1336,1137.6,1215.36
1337,3287.52,144
1338,3440.16,228.96
1339,4056.48,547.2
1340,3369.6,144
1341,3261.6,241.92
1342,3013.92,198.72
1343,3329.28,228.96
1344,3111.84,93.6
1345,1722.24,1542.24
1346,3395.52,214.56
1347,2625.12,1814.4
1348,3306.24,228.96
1349,3097.44,354.24
1350,2954.88,354.24
1351,2923.2,221.76
1352,3276,54.72
1353,3003.84,266.4
1354,3335.04,54.72
1355,3191.04,276.48
1356,2671.2,1815.84
1357,3051.36,167.04
1358,750.24,1074.24
1359,3120.48,178.56
1360,2956.32,167.04
1361,1359.36,1275.84
1362,1733.76,1513.44
1363,3389.76,715.68
1364,502.56,1395.36
1365,2939.04,1752.48
1366,2604.96,1818.72
1367,3394.08,185.76
1368,3454.56,89.28
1369,2764.8,1818.72
1370,3127.68,221.76
1371,3659.04,695.52
1372,2573.28,1920.96
1373,2859.84,1746.72
1374,640.8,815.04
1375,3309.12,92.16
1376,3274.56,92.16
1377,3409.92,56.16
1378,2959.2,210.24
1379,3012.48,106.56
1380,2698.56,1820.16
1381,3313.44,131.04
1382,528.48,970.56
1383,2757.6,1820.16
1384,2986.56,283.68
1385,2567.52,1889.28
1386,391.68,646.56
1387,2998.08,210.24
1388,2820.96,1766.88
1389,2957.76,57.6
1390,3026.88,125.28
1391,2600.64,1824.48
1392,1545.12,1984.32
1393,1725.12,1532.16
1394,3127.68,57.6
1395,3018.24,227.52
1396,2967.84,236.16
1397,2666.88,1886.4
1398,3330.72,300.96
1399,2648.16,1825.92
1400,3206.88,165.6
1401,470.88,668.16
1402,3052.8,1706.4
1403,3337.92,146.88
1404,3480.48,90.72
1405,3257.28,234.72
1406,3219.84,234.72
1407,3300.48,86.4
1408,1789.92,1519.2
1409,326.88,668.16
1410,3113.28,234.72
1411,3355.2,210.24
1412,3317.76,59.04
1413,2956.32,234.72
1414,3384,125.28
1415,3417.12,59.04
1416,2671.2,1827.36
1417,2625.12,1834.56
1418,2724.48,1834.56
1419,3343.68,146.88
1420,2990.88,264.96
1421,3263.04,67.68
1422,3041.28,126.72
1423,3228.48,67.68
1424,358.56,506.88
1425,2723.04,1840.32
1426,3012.48,292.32
1427,1575.36,2147.04
1428,3051.36,1677.6
1429,3473.28,182.88
1430,3227.04,182.88
1431,3193.92,308.16
1432,1661.76,3152.16
1433,2954.88,275.04
1434,3087.36,67.68
1435,3185.28,328.32
1436,3081.6,182.88
1437,3301.92,305.28
1438,3408.48,89.28
1439,3052.8,159.84
1440,3283.2,89.28
1441,705.6,812.16
1442,3052.8,152.64
1443,414.72,648
1444,2790.72,1769.76
1445,3206.88,159.84
1446,3301.92,293.76
1447,2524.32,1847.52
1448,2701.44,1848.96
1449,3281.76,61.92
1450,3244.32,159.84
1451,3417.12,224.64
1452,1707.84,1874.88
1453,3133.44,180
1454,3211.2,181.44
1455,2530.08,1872
1456,3270.24,224.64
1457,2985.12,63.36
1458,1543.68,1981.44
1459,1543.68,1326.24
1460,3375.36,151.2
1461,3345.12,151.2
1462,3297.6,63.36
1463,2962.08,161.28
1464,3258.72,148.32
1465,2993.76,283.68
1466,3252.96,213.12
1467,2812.32,1774.08
1468,3091.68,263.52
1469,3379.68,180
1470,3388.32,162.72
1471,3237.12,211.68
1472,1008,511.2
1473,3224.16,162.72
1474,3180.96,87.84
1475,1697.76,1536.48
1476,1723.68,1536.48
1477,3330.72,128.16
1478,3205.44,64.8
1479,3178.08,162.72
1480,2568.96,1857.6
1481,3074.4,162.72
1482,339.84,663.84
1483,2475.36,1866.24
1484,3008.16,1661.76
1485,318.24,1342.08
1486,3291.84,136.8
1487,413.28,639.36
1488,3395.52,190.08
1489,3257.28,205.92
1490,3359.52,156.96
1491,3309.12,99.36
1492,3218.4,205.92
1493,3402.72,115.2
1494,3335.04,191.52
1495,3467.52,191.52
